Srce,Province,PublishedDate,PropertyType,PropertyState,MtTot,Bdroom,Bath,Parking,PriceUF,Link,Description
"portal inmobiliario","Santiago","5588595","Aparment","Propiedades usadas","150 m²","3","2","1","4.900 UF","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5588595-carmen-602-uda#position=9&type=item&tracking_id=1192ceb3-9d37-4d7d-9b70-27954d945045","descripción departamento único!! departamento de 74 m2 interiores de 3 dormitorios 2 baños sala estar amplia cocina a gas y gran terraza exterior de 74 m2. departamento se encuentra muy bien cuidado y recientemente reformado todo el piso laminado pintura y baños. cercano a menos de 10 minutos caminando de la l1 l3 y l5 del metro. estacionamiento: 1 bodega: 0"
"portal inmobiliario","Santiago","24-04-2020","Aparment","Propiedades usadas","102 m²","3","3","2","6.498 UF","https://www.portalinmobiliario.com/MLC-524477196-departamento-en-venta-metro-principe-de-gales-_JM#position=16&type=item&tracking_id=1192ceb3-9d37-4d7d-9b70-27954d945045","descripción fpv3207 precioso departamento a pasos del metro príncipe de gales  linda vista a la cordillera excelente conectividad  cercano a centros comerciales bancos colegios. piso 5 orientación oriente -sur distribución : hall de acceso  living comedor juntos con salida a terraza cocina  loggia. 3 dormitorios  2 baños. dormitorio principal en suite  baño con ventilación natural. el dormitorio principal y el segundo dormitorio salen a una terraza. características técnicas y otros: piso flotante ventanas termopanel 1 estacionamiento en superficie 1 bodega infraestructura edificio: piscina juegos infantiles acceso controlado conserje 24 horas"
"portal inmobiliario","Las Condes","05-06-2020","House","...","120 m²","3.0","2.0","1.0","4.900 UF","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5607677-yolanda-9438-uda#position=5&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","descripción cel: 989030834 pida los videos por whatsapp - 3 dormitorios (1 con baño directo). - 2 baños (incluido el anterior). - living comedor. - cocina separada del living comedor. - patio de adoqines con techo de policarbonato que puede utilizarse como lavadero o terraza. - terraza externa que recorre la casa en l. - segundo piso (2 piezas + 1 baño). en este piso está la pieza principal amplia con walk in closet. - termo panel en todas las ventanas excepto en baños. la casa se ubica en un condominio cerrado que paga solo $20.000 pesos al año de mantenimiento. cuenta con portón eléctrico. está ubicada cerca de centro municipal consultorio pdi carabineros hospital parque mall los dominicos feria libre los domingos colegios. vende su dueño sin comisión."
"portal inmobiliario","Las Condes","17-06-2020","House","...","110 m²","3.0","3.0","1.0","198.000.000 $","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5668126-la-goleta-las-condes-uda#position=7&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","descripción casa de tres pisos en excelente ubicación calle la goleta /cuarto centenario. primer piso living comedor logia cocina. segundo piso dos dormitorios amplios con closet dos baños equipados terraza. tercer piso un dormitorio amplio baño en suite terraza patio trasero estacionamiento entrada casa. coordine su visita se reciben ofertas!!"
"portal inmobiliario","Las Condes","24-06-2020","House","...","120 m²","3.0","2.0","1.0","4.900 UF","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5681590-yolanda-vital-apoquindo-uda#position=2&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","descripción 3 dormitorios (1 con baño directo). - 2 baños (incluido el anterior). - living comedor. - cocina separada del living comedor. - patio de adoqines con techo de policarbonato que puede utilizarse como lavadero o terraza. - terraza externa que recorre la casa en l. - segundo piso (2 piezas + 1 baño). en este piso está la pieza principal amplia con walk in closet. - termo panel en todas las ventanas excepto en baños. la casa se ubica en un condominio cerrado que paga solo $20.000 pesos al año de mantenimiento. cuenta con portón eléctrico. está ubicada cerca de centro municipal consultorio pdi carabineros hospital parque mall los dominicos feria libre los domingos colegios. gastos gastos comunes: $ 20.000"
"portal inmobiliario","Las Condes","20-06-2020","House","...","110 m²","3.0","3.0","1.0","198.000.000 $","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5675199-la-goleta-788-uda#position=3&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","descripción se vende casa de tres pisos con excelente ubicación. barrio residencial tranquilo primer piso consta de living comedor loggia cocina. segundo piso dos dormitorios amplios comodos con closet dos baños completos terraza con vista al nor oriente tercer piso 1 dormitorio en suite baño amplio comodo. terraza salida dormitorio además tiene patio trasero coordine su visita!! 984713913 nancy auvelez"
"portal inmobiliario","Las Condes","14-04-2020","House","...","162 m²","3.0","1.0","1.0","160.000.000 $","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5556916-metro-y-mall-los-dominicos-uda#position=6&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","descripción terminaciones piso baños: cerámica piso dormitorios: piso flotante techos: teja suministros agua caliente: calefón calefacción: otro otros suministros internet teléfono tv cable wi-fi"
"portal inmobiliario","Las Condes","08-07-2020","House","...","120 m²","3.0","2.0","1.0","141.000.000 $","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5708594-cristobal-colon-paul-harris-uda#position=1&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","descripción casa en condominio cerrado pida los videos por whatsapp - 3 dormitorios (1 con baño directo). - 2 baños (incluido el anterior). - living comedor. - cocina separada del living comedor. - patio de adoqines con techo de policarbonato que puede utilizarse como lavadero o terraza. - terraza externa que recorre la casa en l. - segundo piso (2 piezas + 1 baño). en este piso está la pieza principal amplia con walk in closet. - termo panel en todas las ventanas excepto en baños. la casa se ubica en un condominio cerrado que paga solo $20.000 pesos al año de mantenimiento. cuenta con portón eléctrico. está ubicada cerca de centro municipal consultorio carabineros hospital parque santa rosa de las condes portal la reina mall los dominicos feria libre los domingos colegios. terminaciones piso baños: baldosín cerámico piso dormitorios: piso fotolaminado suministros agua caliente: calefón características propiedad lavadero exterior living comedor separado portón eléctrico reja en ventanas portón automático gastos contribuciones: $ 33.827"
"portal inmobiliario","Vitacura","12-04-2020","Aparment","Propiedades usadas","115 m²","4.0","2.0","1.0","6.3 UF","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5552025-lo-matta-las-hualtatas-uda#position=2&type=item&tracking_id=41ed21bc-03e9-4c9d-b2ee-362368a50779","descripción bello propiedades.vende.. excelente depto. de 3 dormitorios mas servicios o escritorio .2 baños de 100 m2 utiles y terraza de 15 m2 con estacionamento y bodega.. sector lo matta con las hualtatas. se reciben ofertas razonbables. interesados en obtener mas antecedentes de la propiedad enviar correo a: contacto@bellopropiedades.cl empresa asociada con finhabit propiedades estacionamientos y bodegas estacionamientos: 1 bodegas: 1"
"portal inmobiliario","Vitacura","27-06-2020","House","Propiedades usadas","125 m²","3.0","2.0","2.0","199.999.000 $","https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5633501-la-aurora-1785-uda#position=1&type=item&tracking_id=7a179f42-d429-4d20-9e55-a969f854cdc1","descripción casa de 2 pisos buen estado excelente ubicación a pasos de av. vitacura cercana a comercio movilización clínicas colegios en pasaje cerrado con conserje portero eléctrico y portón automático. distribución: hall de entrada living comedor separado baño de visita completo cocina equipada loggia con patio interior más pieza de servicio con baño completo. segundo piso: dormitorio principal con closet más 2 dormitorios con closet y un baño completo. 2 estacionamientos antejardín y patio trasero con terraza y quincho. vende dueño. contacto: macathieme@gmail. com; whatsapp: +56975242125"
"portal inmobiliario","Santiago","5685878","House","Propiedades usadas","100 m²","3","2","1","6.969 UF","https://www.portalinmobiliario.com/venta/casa/santiago-metropolitana/5685878-metro-santa-ana-y-cumming-uda#position=33&type=item&tracking_id=0e17d6a7-c654-4305-9a59-4b71cf81e060","descripción depto barrio brasil incluye bodega con estantería hecha a medida de gran altura y estacionamiento subterra con todos los servicios a la puerta supermercados metro santa ana y cumming a menos de 3 cuadras cada uno. plaza brasil los mejores colegios del centro a pocas cuadras y la mejor conectividad. servicios asistenciales a pocas cuadras privados y públicos. orientación: poniente - 3 dormitorios - 2 baños uno en suite. ambos baños completamente renovados. - logia en cocina - cocina separada con todo nuevo muebles despensa encimera y horno empotrado. - piso cerámica en living comedor ampliado sin terraza. dormitorios piso flotante completamente renovados hace 1 año. - closet en todas las habitaciones y walking closet habitación principal."
"portal inmobiliario","Santiago","23-04-2020","House","...","163 m²","5","5","2","6.622 UF","https://www.portalinmobiliario.com/MLC-524432877-casa-en-venta-metro-rondizzoni-_JM#position=14&type=item&tracking_id=0e17d6a7-c654-4305-9a59-4b71cf81e060","descripción general rondizzoni / club hipico hermosa casa patrimonial 163/144 m2 barrio residencial patrimonio cultural. 1er piso= living comedor separados baño de visita cocina cerrada patio techado remodelado lavadero bodega piso cerámica. cuenta con amplio departamento interior independiente living comedor 1 dormitorio baño cocina cerrada. 2do piso= 2 amplios dormitorios 1 baño."
"portal inmobiliario","Santiago","07-05-2020","House","Propiedades usadas","200 m²","3","3","1","125.000.000 $","https://www.portalinmobiliario.com/MLC-525806304-casa-en-venta-av-jose-arrieta-_JM#position=8&type=item&tracking_id=0e17d6a7-c654-4305-9a59-4b71cf81e060","descripción sector arrieta frente a colegio y homecenter casa año 1987 en pasaje abierto. 3 dormitorios 1 baño. cocina amplia. terraza y jardín formado. plaza con juegos para niños. cerca de supermercado colegios locomoción. buena conectividad."
"portal inmobiliario","Santiago","5609345","House","...","220 m²","4","2","1","173.990.000 $","https://www.portalinmobiliario.com/venta/casa/santiago-metropolitana/5609345-av-general-gana-metro-nuble-uda#position=5&type=item&tracking_id=0e17d6a7-c654-4305-9a59-4b71cf81e060","descripción casa en barrio antiguo residencial metro ñuble casa ubicada en barrio residencial  en barrio antiguo  a cuadras de metro ñuble. excelente conectividad  locomoción a domicilio  farmacias  supermercados centros dentales  almacenes  centros médicos  etc cuenta con 4 habitaciones  2 baños  cocina  living comedor  amplio patio trasero sin pago contribuciones vende vip house propiedades"
