web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,Bdroom,Bath,Description,Province,PropertyType,PublishedDate,page,page-href
"1594175146-1025","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.000 Casa en Venta en Huechuraba 4 dormitorios 3 baños / Avsa Huechuraba","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-4-dormitorios-3-banos-codR96677950-0L2-101015133.html","6.000 UF","M2 construidos: 140","Dormitorios: 4","Baños: 3","Gran casa luminosa y en excelente estado de 140/190. Dentro de condominio, cerca de comercio, locomoción y colegios.  Está frente a una gran plaza con árboles y juegos para niños.  Estacionamiento de adoquines para dos o tres autos.  En el primer piso esta el hall de distribución y al lado izquierdo hay un escritorio o pequeño dormitorio con baño completo y al derecho una gran cocina amplia y muy bien equipada que continua hacia una linda logia construida hacia la parte delantera con bonitas terminaciones.Luego hacia el frente del hall hay un gran living comedor juntos pero muy grande, con un lindo piso flotante y grandes ventanales que dan a una gran terraza con pérgola y piso bonito tipo ladrillo que da hacia el Norte . .  La casa completa es con un lindo piso flotante casi nuevo y todos sus muros con su pintura en buen estado.  En el segundo piso hay una suite enorme, muy luminosa con su baño y walkin closet, más una sala de estar de todo el ancho de la casa.  Tercer piso hay dos dormitorios grandes y un baño completo, grande.   Agenda tu visita: ventashuechuraba@avsa.cl","null","null","Fecha publicación:  
														2020-07-07","",""
"1594175150-1027","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 5.833 Casa en Venta en Huechuraba 4 dormitorios 3 baños / Vivaqui.com","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-4-dormitorios-3-banos-codR96912310-kL0-101028484.html","5.833 UF","M2 construidos: 128","Dormitorios: 4","Baños: 3","Casa de liquidación bancaria mas antecedentes llamar a Juan Luis Izquierdo al +569 92185805","null","null","Fecha publicación:  
														2020-07-07","",""
"1594175160-1032","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 5.600 Casa en Venta en Huechuraba 3 dormitorios 3 baños / Vivaqui.com","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-3-dormitorios-3-banos-codR96912310-kL0-101026532.html","5.600 UF","M2 construidos: 122","Dormitorios: 3","Baños: 3","ID 26.532. ACOGEDORA CASA EN CONDOMINIO HUECHURABA, SECTOR PEDRO FONTOVA, cercana a centros comerciales.  Contactar a Juan Luis Izquierdo + 56 992185805 mail jli@vivaqui.com  Distribución Primer Piso: Hall de entrada, dormitorio principal en suite con walk in closet, baño, Living y comedor separados, cocina con logia, pieza y baño de servicio.  Segundo Piso: 2 dormitorios con baño, sala de estar  Jardin formado, con terraza. Estacionamiento","null","null","Fecha publicación:  
														2020-07-07","",""
"1594175154-1029","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 5.700 Casa en Venta en Huechuraba 4 dormitorios 3 baños / Avsa Huechuraba","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-4-dormitorios-3-banos-codR96677950-0L2-101015046.html","5.700 UF","M2 construidos: 140","Dormitorios: 4","Baños: 3","Estupenda casa dentro de condominio, tres pisos, aislada, 140/198 m2 aproximados, full seguridad, cerca de centros comerciales, colegios, a pasos de locomoción, cuatro dormitorios, principal en suite, espaciosa sala de estar, cocina equipada, amoblada, 3 baños, escritorio, living comedor separados, terraza techada, piscina con lindo deck, acogedor jardín formado.  Agenda tu visita: ventashuechuraba@avsa.cl","null","null","Fecha publicación:  
														2020-07-07","",""
"1594175152-1028","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 5.800 Casa en Venta en Huechuraba 4 dormitorios 4 baños / Avsa Huechuraba","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-4-dormitorios-4-banos-codR96677950-0L2-101014186.html","5.800 UF","M2 construidos: 170","Dormitorios: 4","Baños: 4","Casa de tres pisos, dentro de Condominio Torreon del Carmen, aislada, 170/220 mts aproximados.  Cuatro dormitorios, cuatro baños, sala de estar, escritorio o pieza de servicio, gran living comedor (con 30 mts de ampliación), buena iluminación, piso flotante, cocina equipada, amoblada ,con comedor de diario,
 loggia techada, bodega, baño de visitas.  Segundo Piso, principal en suite, (muy buen tamaño), walk in closet, estupenda sala de estar, más un baño, Tercer piso, dos dormitorios y otro baño.  Exterior: terraza, cierre de panderetas transparente para mayor privacidad, luz exterior en toda la terraza, estacionamiento descubierto para dos autos,  Estacionamientos de visitas, cerca de áreas verdes, plaza, juegos infantiles, seguridad 24 hrs¡¡.  Agenda tu visita: ventashuechuraba@avsa.cl","null","null","Fecha publicación:  
														2020-07-07","",""
"1594175169-1036","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 5.500 Casa en Venta en Huechuraba 5 dormitorios 3 baños / Procasa Huérfanos","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-5-dormitorios-3-banos-codR76545471-9L0-46869.html","5.500 UF","M2 construidos: 120","Dormitorios: 5","Baños: 3","PROCASA CENTRO SANTIAGO (C.A) VENDE casa de 3 pisos, en condominio, cercano a colegios, supermercados, Mall Plaza Norte, Farmacias, Jardines infantiles, accesos a autopistas, a minutos de Metro.    Living comedor separados, 5 dormitorios, 3 baños. Tercer piso puede modificar y dejar como planta libre.  Aire acondicionado    Espacios de Áreas verdes, juegos infantiles, Piscinas, estacionamiento para visitas.    Accesos controlados 24 horas.    ¡¡ AYUDAMOS A GESTIONAR TU CRÉDITO HIPOTECARIO!!    COD: 46869","null","null","Fecha publicación:  
														2020-07-07","",""
"1594175156-1030","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 5.600 Casa en Venta en Huechuraba 5 dormitorios 3 baños / Avsa Huechuraba","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-5-dormitorios-3-banos-codR96677950-0L2-101014164.html","5.600 UF","M2 construidos: 140","Dormitorios: 5","Baños: 3","Estupenda casa de tres pisos, aislada, dentro de Condominio ,140/180 mts aproximados,  5 dormitorios, 3 baños, living comedor separados, piso flotante, cocina equipada, amoblada con comedor de diario, loggia techada.  Segundo piso tres dormitorios, principal en suite, dos baños, tercer piso, alfombrado, dos dormitorios , sala de estar y aire acondicionado.  Exterior: terraza techada, jardín , estacionamiento descubierto para tres autos, estacionamientos de visitas, piscina, lindas áreas verdes del condominio, salón de eventos.   Agenda tu visita: ventashuechuraba@avsa.cl","null","null","Fecha publicación:  
														2020-07-07","",""
"1594175136-1020","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.400 Casa en Venta en Huechuraba 4 dormitorios 3 baños / Easy Prop","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-4-dormitorios-3-banos-codR24095969-0L0-101009916.html","6.400 UF","M2 construidos: 139","Dormitorios: 4","Baños: 3","Espectacular casa completamente equipada y remodelada de 3 pisos consta de 4 dormitorios y 3 baños. 210 m2 total. 1 piso : hall de entrada , living -comedor separados ,comedor con acceso a patio con gran ventanal, cocina con loggia remodelada estilo americana y baño de visita. 2 piso : 3 habitaciones , 1 dormitorio principal en suite con baño remodelado con jacuzzi, aire acondicionado y un segundo baño en el pasillo. dos dormitorios amplios con closet. 3 piso: habilitado como un gran cuarto dormitorio con walkin closet o sala de juegos multi propósito. Estacionamiento para 3 vehículos. Patio trasero con gran piscina de 7.5 x 2.9, 1.40 profundidad 1.90. terraza y quincho. Emplazada en condominio con seguridad y guardias 24 hrs. acceso controlado. Cercano a supermercados colegios áreas verde","null","null","Fecha publicación:  
														2020-07-07","",""
"1594175140-1022","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.100 Casa en Venta en Huechuraba 4 dormitorios 3 baños / Avsa Huechuraba","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-4-dormitorios-3-banos-codR96677950-0L2-101014489.html","6.100 UF","M2 construidos: 137","Dormitorios: 4","Baños: 3","Estupenda casa mediterránea, dentro de Condominio,137/200 mts aproximados, seguridad 24 hrs, pocas casas, estacionamiento de visitas, 4 dormitorios, principal en suite, toda la casa con piso flotante (excepto la escala), amplia cocina equipada, amoblada con comedor de diario, living comedor juntos, terraza techada, deck de madera, loggia techada, estacionamiento descubierto para dos autos, estacionamientos de visitas.  Primer piso: amplio hall de entrada en piso flotante, baño de visitas, living comedor en piso flotante, cocina equipada, amoblada con muebles en granito, comedor de diario, principal en suite.  Segundo Piso: subida de escala con alfombra, amplia sala de estar en piso flotante, baño completo y tres dormitorios en piso flotante de muy buen tamaño. Orientación Norte¡¡  Exterior: lindo patio, con terraza techada y deck de madera, aprovechando bien los espacios, estacionamiento descubierto para dos autos, estacionamientos de visitas, ante jardín formado. No deje de visitar esta propiedad..le va a encantar¡¡, a pasos de colegios, supermercados y locomoción¡¡, una casa Mediterránea muy cómoda y acogedora.  Agenda tu visita: ventashuechuraba@avsa.cl","null","null","Fecha publicación:  
														2020-07-07","",""
"1594175165-1034","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Casa&c=Huechuraba&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 159.000.000 Casa en Venta en Huechuraba 3 dormitorios 3 baños / Procasa La Gloria","https://www.propiedades.emol.com/propiedad/ficha/casa-en-venta-en-huechuraba-3-dormitorios-3-banos-codR76269273-2L0-43456.html","$159.000.000","M2 construidos: 121","Dormitorios: 3","Baños: 3","Casa de 2 pisos ubicada en pasaje cerrado con portón automático, amplio patio delantero que daría una capacidad para estacionar 5 autos . Patio trasero con terraza techada y quincho.   primer piso : Living comedor juntos , baño de vista , cocina independiente amoblada y equipada , amplia loggia. Dormitorio principal en suite .    Segundo piso : sala de estar , 2 dormitorios y un baño completo con luz natural    Excelente oportunidad !","null","null","Fecha publicación:  
														2020-07-07","",""
