web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,Bdroom,Bath,Description,Province,PropertyType,PublishedDate,page,page-href
"1594175344-1042","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.985 Departamento en Venta en Ñuñoa 3 dormitorios 2 baños / HR Corredores","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-3-dormitorios-2-banos-codR76458549-6L0-1436.html","6.985 UF","M2 construidos: 101","Dormitorios: 3","Baños: 2","Departamento de 101 metros totales aproximados, en excelente ubicación en calle Hernán Cortes entre Ricardo Lyon y Avenida Pedro de Valdivia.

Cuenta con 3 amplios dormitorios, principal en suit, 2 baños completos, cocina tradicional equipada y amoblada, logia, hall de entrada, living comedor con salida a terraza con orientación poniente, en piso 3.

Todos los dormitorios espaciosos y con closets, dormitorio principal con salida a terraza cerrada. Todo el departamento con piso flotante, baños con piso de cerámica y cocina con piso de porcelanato. Cocina remodelada con muebles de alta calidad y con gran capacidad de almacenaje.

Incluye 1 estacionamiento y 1 bodega. Posibilidad de arrendar un segundo estacionamiento.

Edificio construido en el año 1995, en excelente estado de conservación, sello verde, sin daños post terremoto. Cuenta con salón de eventos con cocina totalmente equipada y con baños separados para hombres y mujeres. También dispone de bicicletero, accesos controlados, cámaras de seguridad y conserjería 24/7. 

Gastos comunes $100.000.- aproximados.
Contribuciones $89.000.- trimestral aproximados. 

Estacionamiento en superficie, de uso y goce exclusivo para el departamento. No paga contribuciones (Sin Rol).

Posibilidad de arrendar un segundo estacionamiento en el mismo edificio.

Gran ubicación, en sector de gran plusvalía, en el límite de las comunas de Ñuñoa y Providencia. A sólo 10 minutos caminando de las estaciones de Metro Inés de Suárez y de la Estación Ñuñoa.

Más información: contacto@hrcorredores.com  /  +562 2233 2482  /  +569 4286 8578  /  +569 4406 3973","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175338-1040","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","","","","","","","","","","","null",""
"1594175348-1043","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.985 Departamento en Venta en Ñuñoa 3 dormitorios 2 baños / HR Corredores","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-3-dormitorios-2-banos-codR76458549-6L0-1346.html","6.985 UF","M2 construidos: 101","Dormitorios: 3","Baños: 2","Amplio y cómodo departamento de 91 metros cuadrados útiles y 101 metros totales aproximados, ubicado en calle Hernán Cortes casi esquina Avenida Pedro de Valdivia, entre Avenida Sucre y Diagonal Oriente.

Cuenta con 3 amplios dormitorios, principal en suit, 2 baños completos, cocina tradicional equipada y amoblada, logia, hall de entrada, living comedor con salida a terraza con orientación poniente, en piso 3.

Todos los dormitorios espaciosos y con closets, dormitorio principal con salida a terraza cerrada. Todo el departamento con piso flotante, baños con piso de cerámica y cocina con piso de porcelanato. Cocina remodelada con muebles de alta calidad y con gran capacidad de almacenaje.

Incluye 1 estacionamiento y 1 bodega.

Edificio construido en el año 1995, en excelente estado de conservación, sello verde, sin daños post terremoto. Cuenta con salón de eventos con cocina totalmente equipada y con baños separados para hombres y mujeres. También dispone de bicicletero, accesos controlados, cámaras de seguridad y conserjería 24/7. 

Gastos comunes $100.000.- aproximados.
Contribuciones $89.000.- trimestral aproximados. 

Estacionamiento en superficie, de uso y goce exclusivo para el departamento. No paga contribuciones (Sin Rol).

Posibilidad de arrendar un segundo estacionamiento en el mismo edificio.

Gran ubicación, en sector de gran plusvalía, en el límite de las comunas de Ñuñoa y Providencia. A sólo 10 minutos caminando de las estaciones de Metro Inés de Suárez y de la Estación Ñuñoa.

Más información: contacto@hrcorredores.com  /  +562 2233 2482  /  +569 4286 8578  /  +569 4406 3973","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175357-1045","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.700 Departamento en Venta en Ñuñoa 4 dormitorios 2 baños / OJEDA PROPIEDADES","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-4-dormitorios-2-banos-codR88193000-5L0-5534098.html","6.700 UF","M2 construidos: 115","Dormitorios: 4","Baños: 2","Se vende... OFERTA UNICA, espectacular, execlenet ubicacion a 2 cuadras del metro, supermercados, comercio, en el corazon de Ñuñoa, muy buena conectividad. Dpto. en 2do piso, orientacion sur Oriente, recibos juntos iluminados, 2 terrazas, 4 dormitios, piso alfombra, 2 baños, con cerámica de muro a muro, cocina americana, amoblada y equipada con logia para incorporar lavadora y secadora, año 2009. El edificio cuenta con 12 pisos, acceso controlado, 24/7, cámaras, estacionamientos de visitas, lavanderia, gimnasio, piscina, quincho, salon de eventos excelente , area de juegos infantiles, gastos comunes $140.000 aprox.-  Terminaciones  Piso baños: cerámica Piso dormitorios: alfombra  Características propiedad  cocina americana, comedor de diario, loggia, cocina amoblada, cocina equipada  Características comunidad  accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, piscina, portón eléctrico, quincho, sala de eventos  Gastos  Gastos comunes: $ 140.000  Estacionamientos y bodegas   Estacionamientos: 1 Bodegas: 1","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175408-1060","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 114.999.990 Departamento en Venta en Ñuñoa 4 dormitorios 2 baños / Nexxos","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-4-dormitorios-2-banos-codR76888194-4L0-102032631.html","$114.999.990","M2 construidos: 100","Dormitorios: 4","Baños: 2","Venta amplio Departamento Duplex Ubicado en La Villa Olímpica cerca del Unimac , el mismo cuenta con 4 dormitorios todos de buen tamaño 2 banos uno de ellos con jacuzzi , living comedor , logia , terraza ,emplazado en condominio seguro con acceso por portón eléctrico para el auto , 1 puesto de estacionamiento , cerca a Colegios , Super mercado, plazas , ferias , fácil locomoción , cercano a estación Metro Nuble .","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175372-1049","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.443,79 Departamento en Venta en Ñuñoa 3 dormitorios 2 baños / Unne","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-3-dormitorios-2-banos-codR76917568-7L0-94.html","6.443,79 UF","M2 construidos: 110","Dormitorios: 3","Baños: 2","AP0050
Amplio departamento en Ñuñoa, excelente oportunidad!!!
A pocos minutos de metros Irarrázaval
3 Dormitorios 2 Baños 2 Estacionamientos y Bodega
Gastos Comunes $110.000

Características:
110 m² construidos y 6 m² terraza
Hall de entrada
3 dormitorios con closet
Amplio living comedor con salida a terraza cerrada
Cocina tradicional de gran tamaño
Gran dormitorio principal en suite
Segundo amplio dormitorio
Orientación sur
2 Estacionamiento y bodega

Características del Edificio:
Estacionamientos de visitas

Para obtener más información sobre la propiedad o coordinar una visita favor comunicarse con Marucela Pineda al +569 5749 8039","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-02","",""
"1594175367-1048","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 185.000.000 Departamento en Venta en Ñuñoa 3 dormitorios 2 baños / Nexxos","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-3-dormitorios-2-banos-codR76888194-4L0-102033622.html","$185.000.000","M2 construidos: 110","Dormitorios: 3","Baños: 2","Aulén Propiedades  Amplio departamento en Ñuñoa, excelente oportunidad!!! 3 Dormitorios 2 Baños 2 Estacionamientos y Bodega Gastos Comunes $110.000 A pocos minutos de metro Irarrázaval  Características: 110 m² construidos y 6 m² terraza Hall de entrada 3 dormitorios con closet Amplio living comedor con salida a terraza cerrada Cocina tradicional de gran tamaño  Gran dormitorio principal en suite Segundo amplio dormitorio  Orientación sur 2 Estacionamiento y bodega  Características del Edificio: Estacionamientos de visitas","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175393-1055","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.150 Departamento en Venta en Ñuñoa 3 dormitorios 2 baños / HR Corredores","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-3-dormitorios-2-banos-codR76458549-6L0-1426.html","6.150 UF","M2 construidos: 110","Dormitorios: 3","Baños: 2","Hermoso departamento de 110 metros totales y 100 metros útiles aproximados muy cerca de la Plaza Ñuñoa,  Construcción 2006, gran conectividad, cercano a la estación del Metro Chile España (Linea 3), diversidad de comercio, supermercados, farmacias, panaderias, teatros, cafés, plazas e infinidad de entretención, en pleno corazón de Ñuñoa.

Cuenta con  3 dormitorios, principal en suite, 2 baños, cocina estilo tradicional, loggia, living comedor y amplia terraza con orientación nororiente. Pisos alfombrados en dormitorios, pisos ceramicos en baños, cocina y terraza, piso flotante en living comedor y pasillos.

Edificio equipado con piscina, sala de eventos, quincho, estacionamientos de visita y conserjería 24/7.

Incluye un estacionamiento y una bodega

Gastos comunes: $ 145.000 aproximados 

Contribuciones $ 100.000. aproximados.

Gran oportunidad! Visítalo lo antes posible!

Información suministrada por el dueño.

Más información:  Hugo López / hlopez@hrcorredores.com / +569 3021 7215 

O escríbenos a: contacto@hrcorredores.com /  +562 2233 2482 / +569 4286 8578","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175352-1044","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.700 Departamento en Venta en Ñuñoa 3 dormitorios 2 baños / Vivafeliz Propiedades","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-3-dormitorios-2-banos-codR77060557-1L0-937660.html","6.700 UF","Estacionamientos: 1","Dormitorios: 3","Baños: 2","Vivafeliz Propiedades vende Excelente departamento en Exequiel Fernandez a una cuadra de Macul con Grecia.
Extraordinario departamento ubicado en Ñuñoa, Cercano a comercios como Portal Ñuñoa al cual se puede llegar caminando, restaurantes por Avda Macul o Avda Grecia, colegios, en general una buena conectividad, seis cuadras de la Nueva Estación Estadio Nacional. El Edificio cuenta con áreas verdes, Juegos Infantiles, gimnasio, sala multiuso, y Piscina panorámica en último Piso. El acceso es controlado 24 horas del día, y cuenta con estacionamientos de visitas. La propiedad tiene 100 mt2 aprox. construidos, mas Terraza por todo el alrededor del depto, como son los dormitorios y Living de 25mts 2. aprox. La distribución cuanta con tres amplios dormitorios, dos baños, cocina amoblada y equipada, loggia, living y comedor amplios, pasillo con closet en su largo. Un estacionamientos en subterráneo y bodega en el mismo lugar. Gasto Común $ 150.000.- aprox.
Considerar el 2% adicional. Aproveche al oportunidad, excelente precio considerando la calidad y ubicación!!.","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175382-1051","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.398 Departamento en Venta en Ñuñoa 3 dormitorios 2 baños / Easy Prop","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-3-dormitorios-2-banos-codR24095969-0L0-102009115.html","6.398 UF","M2 construidos: 109","Dormitorios: 3","Baños: 2","DEPTO AV CONDELL. OPORTUNIDAD INVERSION. VALOR REBAJADO   Amplio Departamento en BARRIO ITALIA. Cercano a estación de metro Irarrázaval, bancos, universidades, locomoción y comercio en General.  Edificio Condell, construcción año 2017, gran equipamiento y excelente calidad de construcción como terminaciones.  Departamento piso 3, orientación: oriente Distribución: Living, comedor, Cocina tradicional equipada, sala de estar, 3 dormitorios, 2 Baños, Terrazas. 1 bodega  1 estacionamiento  Ventanas y terraza con malla de seguridad.   Características comunidad: Acceso controlado, piscina, jardines, salón de eventos, sala de cine,lounge, fogón , quinchos, terraza, juegos infantiles y estacionamientos de visitas.  contacto Leslie Schmidt +56 999188746 contacto@schmidcorredores.cl  www.schmidcorredores.cl","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175377-1050","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Ñuñoa&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.400 Departamento en Venta en Ñuñoa 4 dormitorios 3 baños / Unne","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-nunoa-4-dormitorios-3-banos-codR76917568-7L0-55.html","6.400 UF","M2 construidos: 100","Dormitorios: 4","Baños: 3","AP014
Tipología: 4 Dormitorios, 3 Baños
Ubicación: José Domingo Cañas / Exequiel Fernandez

Detalles del departamento:
100m2 construidos 10m2 terraza
Amplio living comedor y salida a terraza
Gran cocina con comedor de diario, campana y logia
4 grandes y cómodas piezas con closets
3 de las piezas en sector oriente del departamento
1 pieza en sector poniente, puede ser servicio o sala de estar (al lado de la cocina)

Orientación Sur-Oriente

Características del Edificio:
Edificio en condominio seguro y familiar
A pasos del metro Chile-España

** Sin estacionamiento, ni ascensor **

Gastos Comunes: $90.000 mensual

Para obtener más información sobre la propiedad, o coordinar una visita favor comunicarse con Natalia Dominguez 9 9138 7038","Ñuñoa","Departamento","Fecha publicación:  
														2020-07-02","",""
