web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,Bdroom,Bath,Description,Province,PropertyType,PublishedDate,page,page-href
"1594175664-1070","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 198.000.000 Departamento en Venta en Providencia 3 dormitorios 3 baños / Vivaqui.com","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-3-banos-codR96912310-kL0-102027877.html","$198.000.000","M2 construidos: 110","Dormitorios: 3","Baños: 3","Departamento de 110 mtrs Primer piso, Contactar a Yany Duarte 997756169 yany@vivaqui.com. Metro Parque Bustamante. Living comedor juntos, cocina remodelada, 3 dormitorios 3 baños, Logia. NO TIENE ESTACIONAMIENTO NI BODEGA Gastos Comunes $ 35.000 aprox","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175648-1065","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 200.000.000 Departamento en Venta en Providencia 3 dormitorios 2 baños / Banco Propiedades","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-2-banos-codR86280100-8L0-4934232.html","$200.000.000","M2 construidos: 100","Dormitorios: 3","Baños: 2","Inmediato metro los Leones, excelente departamento luminoso, ubicación regia. El edificio cuenta con conserjería las 24 horas del día para mayor seguridad.  Se recomienda visitar, comunicarse al 22 231-4349 / 231-3541   Gastos  Gastos comunes: $ 110.000  Estacionamientos y bodegas   Estacionamientos: 1 Bodegas: 1","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175709-1082","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 161.000.000 Departamento en Venta en Providencia 3 dormitorios 2 baños / Inmobili","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-2-banos-codR76349891-3L0-934631.html","$161.000.000","M2 construidos: 102","Dormitorios: 3","Baños: 2","Espacioso Departamento en Providencia (3 Dorm).

Situado en sector familiar, con áreas verdes, colegios y locomoción colectiva a poca distancia. 

Cuenta con 105m2 en total, 3 dormitorios y 2 baños, living comedor separados y cocina independiente.

Gastos Comunes: $23.000, aprox.
Contribuciones: $72.000, aprox.

Teléfonos de Contacto:  56 9 5816 3597/  56 9 9917 6839","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175670-1072","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 195.000.000 Departamento en Venta en Providencia 4 dormitorios 2 baños / Hausy Gestión Inmobiliaria","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-4-dormitorios-2-banos-codR76987575-1L0-102005245.html","$195.000.000","M2 construidos: 112","Dormitorios: 4","Baños: 2","Hausy Lowcost Inmobiliario Compra por una tarifa fija de $2.890.000 iva incluido. ¡¡AHORRA con hausy!!  Visita esta propiedad con nuestro Tour Virtual 360° en el siguiente link: http://www.hausy.cl/5245  Espectacular departamento de los años 60 ubicado en un oasis de Providencia. Muy tranquilo a pasos de metro Los Leones. 4 dormitorios y 2 baños. 2 baños remodelados. Principal con bañera hidromasaje. Piso de parquet en todo el departamento. Amplio living comedor, muy iluminado y con parquet en perfecto estado. Vista hacia jardín interior. Cocina cerrada con salida a living comedor. Encimera y horno eléctrico. 3 amplios dormitorios con closet y orientación hacia el oriente. Muy tranquilos e iluminados. Cuarto dormitorio u oficina. Estacionamiento cubierto en superficie.  Gastos comunes $150.000 Contribuciones $144.000  Para mayor información contacto@hausy.cl o llama al 569 3139 3122 https://www.instagram.com/hausy.cl/","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175645-1064","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","","","","","","","","","","","null",""
"1594175651-1066","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.990 Departamento en Venta en Providencia 4 dormitorios 3 baños / HR Corredores","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-4-dormitorios-3-banos-codR76458549-6L0-1467.html","6.990 UF","M2 construidos: 127","Dormitorios: 4","Baños: 3","Cómodo departamento de 127 metros totales a sólo 4 cuadras del Metro Inés de Suárez.

Cuenta con 3 dormitorios, 2 baños completos, más dormitorio y baño de servicio que puede ser usado como escritorio o cuarto dormitorio. Hall de entrada, cocina tradicional amoblada con logia, living comedor juntos con salida a terraza con orientación norte. Dormitorio principal también con salida a terraza. Todos los dormitorios con closets. Pisos de cerámica en todo el departamento. 

Superficie útil: 106 metros cuadrados más 21 metros de terrazas aproximados.

Incluye 1 estacionamiento de uso y goce exclusivo en superficie y techado, y 1 bodega de 4 metros cuadrados aproximados en subterráneo.

Edificio de 4 pisos, construido en el año 1981, con 4 departamentos por piso, sin ascensor. Cuenta con conserjería diurna, citófonos y portón eléctrico. Accesos, pasillos y escaleras amplias y cómodas.

Gastos comunes: $80.000.- aproximados.
Contribuciones: $125.000.- aproximados. 

Excelente oportunidad para vivir en un barrio seguro, cerca de todo tipo de comercio, servicios, restaurantes, cafés, parques, colegios, Metro y con gran conectividad con toda la ciudad.

Más información: contacto@hrcorredores.com  /  +562 2233 2482  /  +569 4586 8578","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175687-1075","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.700 Departamento en Venta en Providencia 3 dormitorios 3 baños / Easy Prop","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-3-banos-codR24095969-0L0-102009407.html","6.700 UF","M2 construidos: 128","Dormitorios: 3","Baños: 3","Amplio y luminoso departamento de tres dormitorios y dos baños, mas baño de servicio, living y comedor juntos, loggia,, cuenta con estacionamiento techado, y gran parque interior. Se aceptan mascotas. Gastos comunes $165.000 incluye agua caliente.  Ubicado en Ricardo Lyon N°660, 3 piso, de 111 metros cuadrados incluye amplia terraza.","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175655-1067","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","UF 6.982 Departamento en Venta en Providencia 4 dormitorios 2 baños / Vivax Propiedades","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-4-dormitorios-2-banos-codR76039513-7L0-102708541.html","6.982 UF","M2 construidos: 117","Dormitorios: 4","Baños: 2","Departamento subdividido y con dos contratos de arrendamiento vigentes. Especial para inversionistas.  En total, tiene Cuatro Dormitorios y Dos Baños. Dos Living Comedor y Dos Cocinas.  Ambos departamentos con: Entrada independiente. Dos Dormitorios y Un Baño c/u. Living Comedor (uno con Balcón). Cocina.  Hermosa vista al Parque Balmaceda y Plaza de la Aviación.  Piso de Parquet. Ventanales Dobles.  Contactar a: Fernando López Tarrés 99 332 6022 - 22 761 3000 - FLopez@CorredoresAsociados.cl","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175716-1084","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 120.000.000 Departamento en Venta en Providencia 3 dormitorios 2 baños / Nexxos","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-2-banos-codR76888194-4L0-102035213.html","$120.000.000","M2 construidos: 114","Dormitorios: 3","Baños: 2","Amplio departamento años 70, Torres Carlos Antúnez, 100 m2, ubicado en un 6to piso, consta de hall de entrada, 4 dormitorios, 2 baños, living comedor, clóset de pasillos y en dormitorios, cocina independiente, calefont nuevo, piso flexit de la época, buena luz natura. La mejor ubicación en Providencia, cercano a todo lo necesario, a pasos metro Pedro de Valdivia. Departamento en regulares condiciones de terminaciones, (para remodelar). No tiene estacionamiento ni bodega. El edificio cuenta con conserjería 24 hrs, acceso controlado y cámaras de vigilancia, además de locales comerciales en todo su planta baja. Superficies aproximadas, deben corroborarse.","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175703-1080","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 165.000.000 Departamento en Venta en Providencia 4 dormitorios 3 baños / Bauhom Propiedades","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-4-dormitorios-3-banos-codR77026612-2L0-899441.html","$165.000.000","M2 construidos: 100","Dormitorios: 4","Baños: 3","Esplendido departamento antiguo, en muy buen estado, piso de madera, ventanas originales con vitrales, postigos de metal en las ventanas living-comedor separados, pieza y baño de servicio, 25.000 gasto común, incluye agua, ocho piso ascensor en excelente estado, portero 24 hrs","null","Departamento","Fecha publicación:  
														2020-07-07","",""
"1594175697-1078","https://www.propiedades.emol.com/propiedades/buscar?o=Venta&tp=Departamento&c=Providencia&pd=114758880&ph=200828040&m=pesos&d=3&mc=100","$ 175.000.000 Departamento en Venta en Providencia 3 dormitorios 2 baños / Vivaqui.com","https://www.propiedades.emol.com/propiedad/ficha/departamento-en-venta-en-providencia-3-dormitorios-2-banos-codR96912310-kL0-102028516.html","$175.000.000","M2 construidos: 112","Dormitorios: 3","Baños: 2","Departamento GRANDE, año 1976 con remodelación en cocina ampliada y baños, ventanas todas termopanel, piso parquet, en edificio de 4 pisos, sin ascensor. Contacto Eugenia Bocchi 973371285 email eugeniab@vivaqui.com Distribución: Living - comedor amplio, terraza, 3 dormitorios todos buenos espacios, el principal en suite, 2 baños. Un estacionamiento para auto pequeño. Orientación: Nor Oriente Conserjería diurna. No hay estacionamiento de visitas. ID28516","null","Departamento","Fecha publicación:  
														2020-07-07","",""
