web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,MtUtil,Bdroom,Bath,Description,PriceUnit,WebDesc,PublishedDate
"1594173226-837","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaCOMO NUEVA DENTRO CONDOMINIO!! OACasa - Usado en venta 4  3  128 m² 164 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/como-nueva-dentro-condominio-oa/1304295?o=resultado_lista_seo_info","UF  5.990","0 m²","128 m²","4","3","Linda casa mantenida como nueva; dentro de condominio con excelente conectividad a pasos de locomoción, colegios y supermercados.

Primer piso: Hall de entrada, living comedor separados, baño de visitas, cocina con cubierta de granito, comedor de diario, equipada con encimera, horno y campana, amoblada en bases y muros, logia techada y cerrada.

Segundo piso: Dormitorio principal en suite; dos dormitorios con closet; baño completo.

Tercer piso: Dormitorio; sala de estar, maletero!!

Exteriores: Ante jardín y jardín formados, piscina con reja de protección, quincho, terraza techada. estacionamiento para tres autos!","UF  5.990","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","18-06-2020"
"1594173194-826","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Huechurabapedro fontovaCasa - Usado en venta 3  3  122 m² 240 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/pedro-fontova/1163163?o=resultado_lista_seo_info","UF  5.600","0 m²","122 m²","3","3","ID 26.532. ACOGEDORA CASA EN CONDOMINIO HUECHURABA, SECTOR PEDRO FONTOVA, cercana a centros comerciales.

Contactar a Juan Luis Izquierdo + 56 992185805 mail jli@vivaqui.com

Distribución
Primer Piso: Hall de entrada, dormitorio principal en suite con walk in closet, baño, Living y comedor separados, cocina con logia, pieza y baño de servicio.

Segundo Piso: 2 dormitorios con baño, sala de estar

Jardin formado, con terraza.
Estacionamiento","UF  5.600","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","11-05-2020"
"1594173232-840","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaLos libertadores HuechurabaCasa - Usado en venta 4  4  170 m² 190 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/los-libertadores-huechuraba/1507809?o=resultado_lista_seo_info","UF  5.500","0 m²","170 m²","4","4","Casa en venta en Huechuraba.Propiedad se ubica en Condominio entre Guanaco Norte con Santa Marta de Huechuraba, cercana a colegio Grace Collegue, Boston Collegue y San Francisco Javier, supermercado Tottus a dos cuadras, cercano a Mall Plaza norte en el cual cuentas con variados servicios tales como notaria, Banco Santander, Chile y Scotiabank.Si tiene una familia numerosa esta propiedad es ideal ya que cuenta con 3 pisos:Hall de entrada,living comedor independiente con aire acondicionado, baño de visitas, cocina independiente,equipada y amoblada, comedor de diario, sector de bodega y pieza de servicio en el cual caben dos camas y su respectivo baño.En el segundo piso cuentas con el dormitorio principal con amplio walking closet y baño privado, dos dormitorios y baño completo.Tercer piso cuenta con dos dormitorios bastante grandes, además de aire acondicionado posicionado en escalera para optimizar distribución del flujo de aire.El patio se encuentra con pastelones,ideal ara tener mascotas y terraza techada y cerrada.Capacidad para dos vehículosTodos los pisos de la propiedad son de piso flotanteCabe destacar que la propiedad cuenta con ampliación, sin embargo la ampliación no se encuentra considerada en el precio de venta dado que no se encuentra regularizada,por lo que no afectará en el valor tasación.Gasto común: $60.000 - Contribuciones $109.000","UF  5.500","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","01-07-2020"
"1594173170-817","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaCAMINO LA CINTURACasa - Usado en venta 4  3  124 m² 187 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/camino-la-cintura/1471930?o=resultado_lista_seo_info","UF  6.289","0 m²","124 m²","4","3","Hermosa casa Familiar
4 dormitorios 3 baños
Sala de Estar
Principal en suite con walking closet y baño con tina y ventilación natural en primera planta
3 amplios dormitorios y baño secundario con ventilación y luz natural y una amplia sala de estar en segunda planta

Baño de visita
Cocina amoblada y equipada con Encimera a gas, Campana y Horno eléctrico, lavaplatos doble

Gran Quincho con campana, Terraza y Pergola y bodega
Piscina de 3 x 6 mts con orientación Norte
Calefacion por radiadores a gas 
2 calefonts 
Logia Techada 
Condominio cerrado con seguridad las 24 hrs ubicación privilegiada por la variedad de comercio que se encuentra en el cercano inmediato :
Supermercados, gimnasios, veterinarias, centros de estéticas, centros de Yoga, estaciones de servicios 5 min del mall Plaza Norte, Variedad de centros educacionales Lincoln College, Colegio Pumahue y Institutos Nivel superior Aiep y Duoc.

No deje de Visitar 

Coordinar visita con corredor de Propiedades Cristian Valenzuela 
Comision 1,5 % del valor de venta","UF  6.289","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","04-05-2020"
"1594173207-831","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Huechurabaguanaco norte 2000Casa - Usado en venta 3  3  110 m² 220 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/guanaco-norte-2000/1403148?o=resultado_lista_seo_info","UF  5.500","0 m²","110 m²","3","3","Ubicación. En un tranquilo sector de Huechuraba, a solo minutos de importantes ejes viales como Vespucio Norte y Autopista Central, que conectan hacia cualquier punto de la ciudad.

Vida de Barrio: Tranquilo Condominio con ambiente de barrio, que cuenta con multicancha, piscina, salón multiuso, quincho y áreas verdes. Sector alejado del ruido y tráfico, cercano a Supermercados, centros comerciales como el Mall Plaza Vespucio y reconocidos colegios.

Excelentes terminaciones, hall y living comedor con piso de cerámica y dormitorios y sala de estar con piso flotante. Cocina amoblada y equipada con horno empotrado, campana y encimera. Cocina con cubierta de granito y baños con cubierta de marmol.

Distribución: 
Piso 1.....Hall de acceso, amplio living comedor, gran cocina equipada, baño de visitas y dormitorio principal en suite con walk in closet.

Piso 2.....Dos amplios dormitorios, un baño grande, escritorio y una sala de estar por separado

Ante Jardín con estacionamiento tres vehículos, Jardín con terraza y amplia logia. Entre techo: Amplia Bodega con acceso escalera telescópica","UF  5.500","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","29-05-2020"
"1594173164-815","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaLinda Casa, Seguridad 24/7 D.NCasa - Usado en venta 4  3  140 m² 160 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/linda-casa-seguridad-24-7-d-n/1470103?o=resultado_lista_seo_info","UF  6.000","0 m²","140 m²","4","3","Linda Casa en microbarrio; Seguridad 24/7, cercana a Supermercados, colegio y strip center.

1er piso: Hall de acceso; living comedor; cocina amoblada y equipada; dormitorio de servicio con baño completo; logia cerrada y techada.

2do piso: Dormitorio principal en suite con walk in closet; amplia sala de estar.

3er piso: Dos dormitorios con closet; baño completo.

Exteriores: Terraza Techada; estacionamiento descubierto para dos autos.","UF  6.000","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","01-05-2020"
"1594173230-839","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaDentro de condominio, mejor sector (PV)Casa - Usado en venta 6  3  107.43 m² 204 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/dentro-de-condominio-mejor-sector-pv/1503693?o=resultado_lista_seo_info","UF  6.300","0 m²","107,4 m²","6","3","Excelente propiedad, ampliada, seguridad 24/7, sector del Carmen, cerca de supermercado y comercio.

Primer piso: Hall de entrada; baño de visitas; cocina amoblada y equipada; con comedor de diario; pieza de servicio; dormitorio principal en suite con walk in closet.

Segundo piso: cuatro dormitorios; baño completo.

Exterior: jardín formado; terraza techada; barbecue. estacionamiento descubierto para dos autos.","UF  6.300","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","23-06-2020"
"1594173214-833","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaLOS LIBERTADORES 7401 CS 91, HuechurabaCasa - Usado en venta 4  3  126 m² 162 m²","https://www.toctoc.com/propiedades/compraparticularsr/casa/huechuraba/los-libertadores-7401-cs-91-huechuraba/1494160?o=resultado_lista_seo_info","UF  5.500","126 m²","0 m²","4","3","VENDE SALVAT PROPIEDADES LTDA.Excelente casa en Condominio La Toscana, ubicada en el centro del condominio, tres pisos. El condominio tiene áreas verdes, plazas, juegos infantiles, salon de eventos, conserjería las 24 horas. Ideal inversionistas.Primer piso: amplio living con salida a la terraza, comedor separado, cocina cerrada, logia con salida al patio. Terraza techada y quincho. Baño de visita.Segundo piso: tres dormitorios, principal en suite, baño en pasillo.Tercer piso: gran sala de estar mas un dormitorio.Unico dueño.Estacionamiento para dos autos.

        

        
            
        Distribución:Baños VisitaHallJardinMansardaAntejardinTerrazaLavadero InteriorPatio de ServicioQuinchoServicios:TelefonoTV CableCocina:Comedor DiarioCocina EquipadaCocina Amoblada","UF  5.500","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","09-06-2020"
"1594173186-823","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaLinda Casa en Condominio DNCasa - Usado en venta 4  4  140 m² 214 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/linda-casa-en-condominio-dn/1476407?o=resultado_lista_seo_info","UF  6.990","0 m²","140 m²","4","4","Linda Casa de 3 Pisos dentro de Condominio, seguridad 24/7 , Áreas verdes
1 Piso: Hall acceso, cocina amoblada y equipada, logia cerrada y techada, baño de visitas, living y comedor separados.
2 Piso: Dormitorio principal en suite con walk in closet, dos dormitorios, baño completo.
3 Piso: Sala estar, dormitorio, baño completo.
Exteriores: Antejardin; terraza techada; piscina, jardín formado; estacionamiento descubierto para dos vehículos.","UF  6.990","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","09-05-2020"
"1594173248-844","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaDentro de condominio; seguridad (ga)Casa - Usado en venta 3  3  128.4 m² 181.23 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/dentro-de-condominio-seguridad-ga/1511267?o=resultado_lista_seo_info","UF  5.400","0 m²","128,4 m²","3","3","Cerca de colegios; supermercados y comercio. 

Primer Piso; Hall de entrada; living y comedor separados piso porcelanato; cocina tradicional amoblada y equipada cubierta de granito; comedor de diario; loggia.
Segundo piso: Dormitorio principal en suite y walk in closet; dos dormitorios de igual tamaño con closet; baño completo.
Tercer piso: Gran sala de estar; bodega.

Exterior: Jardin formardo; estacionamiento descubierto.","UF  5.400","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","06-07-2020"
"1594173237-841","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaGuanaco Norte con Santa MartaCasa - Usado en venta 6  4  171 m² 172 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/guanaco-norte-con-santa-marta/1508419?o=resultado_lista_seo_info","UF  5.500","0 m²","171 m²","6","4","GRAN OPORTUNIDAD PARA TENER TU CASA!!!!
Ubicada en Condominio entre Guanaco Norte con Santa Marta de Huechuraba, con piscina, juegos infantiles y sala de eventos dentro del condominio. Cercana a colegios como Boston College y San Francisco Javier, supermercado Tottus a dos cuadras, cercano a Mall Plaza norte.

Primer piso: Hall de entrada, living y comedor con aire acondicionado, baño de visita, cocina con comedor de diario, sector bodega y pieza de servicio en el cual caben dos camas y su respectivo baño.
Segundo piso: Dormitorio Principal en suite con walking closet, dos dormitorios más baño completo.
Tercer piso: Dos dormitorios amplios, aire acondicionado posicionado en escalera para optimizar distribución del flujo de aire.
Todos los pisos tienen piso fltante.

El patio se encuentra con pastelones, ideal para tener mascotas y terraza techada y cerrada.
Gasto común: $60.000 - Contribuciones $109.000

Contactar a Alejandra González 9 7577 9667. Oficina 9 7378 7795. 
Email: alejandragonzalez@matchinmobiliario.com","UF  5.500","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","02-07-2020"
"1594173197-827","https://www.toctoc.com/Venta/casa/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaPasaje los GorrionesCasa - Usado en venta 5  2  108 m² 125 m²","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/pasaje-los-gorriones/1477127?o=resultado_lista_seo_info","UF  4.500","0 m²","108 m²","5","2","Acogedora y segura casa en condominio en Huechuraba.Living comedor, amplia cocina, 2 baños, 5 dormitorios,baño visita,5 dormitorios.A pasos del metro e intermodal, colegios, supermercados. Para mayor información, contacta a Mauricio Lijavetzky (+56229935755 - mauricio.lijavetzky@century21andes.cl)","UF  4.500","Casa en Venta Usado Huechuraba - Metropolitana Ver ubicación","11-05-2020"
