web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,MtUtil,Bdroom,Bath,Description,PriceUnit,WebDesc,PublishedDate
"1594173714-905","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaAV. MANUEL MONTT / AV. FRANCISCO BILBAODepartamento - Usado en venta 4  3  127 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/av-manuel-montt-av-francisco-bilbao/1442249?o=resultado_lista_seo_info","UF  6.990","127 m²","127 m²","4","3","Cómodo departamento de 127 metros totales a sólo 4 cuadras del Metro Inés de Suárez.

Cuenta con 3 dormitorios, 2 baños completos, más dormitorio y baño de servicio que puede ser usado como escritorio o cuarto dormitorio. Hall de entrada, cocina tradicional amoblada con logia, living comedor juntos con salida a terraza con orientación norte. Dormitorio principal también con salida a terraza. Todos los dormitorios con closets. Pisos de cerámica en todo el departamento. 

Superficie útil: 106 metros cuadrados más 21 metros de terrazas aproximados.

Incluye 1 estacionamiento de uso y goce exclusivo en superficie y techado, y 1 bodega de 4 metros cuadrados aproximados en subterráneo.

Edificio de 4 pisos, construido en el año 1981, con 4 departamentos por piso, sin ascensor. Cuenta con conserjería diurna, citófonos y portón eléctrico. Accesos, pasillos y escaleras amplias y cómodas.

Gastos comunes: $80.000.- aproximados.
Contribuciones: $125.000.- aproximados. 

Excelente oportunidad para vivir en un barrio seguro, cerca de todo tipo de comercio, servicios, restaurantes, cafés, parques, colegios, Metro y con gran conectividad con toda la ciudad.

Más información: contacto@hrcorredores.com  /  +562 2233 2482  /  +569 4586 8578","UF  6.990","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","07-05-2020"
"1594173702-901","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaAmplio depto de 101 m2, 4 habitaciones, 2 baños, en providencia, cercano a la comuna de las CondesDepartamento - Usado en venta 4  2  101 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/amplio-depto-de-101-m2-4-habitaciones-2-banos-en-providencia-cercano-a-la-comuna-de-las-condes/1471349?o=resultado_lista_seo_info","$  165.000.000","101 m²","0 m²","4","2","Amplio y Hermoso depto en primer piso en la comuna de Providencia, muy cercano a Las Condes (Ideal para personas de la tercera edad o con problemas de movilidad). Cercano a Avenida Holanda con Eliodoro Yañez. 4 Dormitorios (Principal en Suite), 2 baños. Uno de los Dormitorios habilitado como un gran Walk in Closet, el que se puede utilizar nuevamente como dormitorio. 101 m2 útiles. Edificio con sólo 16 deptos. El Depto remodelado, está impecable. Piso flotante de alto tráfico, muebles de cocina nuevos hechos a medida, cubiertas de granito, Lavaplatos doble, comedor diario, piso de porcelanato, campaña Ursus trotter. Habitación de servicio impecable, con el mismo piso flotante que se aprecia en living comedor y las habitaciones. Loggia de 4 m2 aprox

La habitación principal tiene un pequeño Walk in closet diferente al otro más grande que ocupa toda una habitación. Tanto el baño principal como el de visitas, tiene un porcelanato indio que cubre pisos y muros, quedando solamente el cielo sin cerámica. El baño principal tiene una tina hidromasaje, vanitorio de marmol en ambos baños. La particularidad de este depto que no debe invertir en arreglos ya que fue totalmente remodelado, pensando en la utilización de todos los espacios, utilizando colores claros para favorecer la luminosidad y la sensación de mayor espacio.
Todas las ventanas poseen defensas, por lo que es muy seguro.
El depto cuenta con estacionamiento y bodega de 7m2. A 6 cuadras de Metro Cristóbal Colón.
Dentro de los muestreos de deptos en venta en el sector este es el más conveniente y además no tendrá que invertir en remodelar. Tanto el Precio y el estado del depto son factores inmejorables.
Agua caliente es por calefón.
A 7 minutos de Costanera Center, bancos, colegios, centros comerciales a 7 cuadras de la co,una de las Condes, a 15 minutos caminando de metro Tobalaba.

Coordine visita pronto ya que hay diferencia de más de 35 millones respecto de otros de las mismas características, por lo que es una verdadera oportunidad. Se vende por cambio de ciudad.
Gastos comunes $110.000 aprox.

Terminaciones
Piso baños: porcelanato
Piso dormitorios: piso flotante

Suministros
Agua caliente: calefón
Calefacción: Gas o puede utilizar otro tipo de combustible.

Características propiedad
hidromasaje, loggia, reja en ventanas, cocina amoblada, portón automático

Características comunidad
accesos controlados, áreas verdes","$  165.000.000","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","03-05-2020"
"1594173745-917","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaLOTA /HOLANDADepartamento - Usado en venta 3  2  130 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/lota-holanda/1500815?o=resultado_lista_seo_info","$  199.990.000","130 m²","120 m²","3","2","Lindo departamento, ubicado en el mejor sector de providencia lota/ holanda, amplio, tres dormitorios de muy buen tamaño, dos baños uno en suite y el segundo se comparte para los otros dos dormitorios, cada dormitorio tiene su terraza posibilidad de ampliarlos, rica cocina amplia semi re modelada con buena logia,  servicios  con baño, y gran closet. Cocina con logia amplia, piso 5 excelente ubicación , nor poniente, estacionamiento y bodega.","$  199.990.000","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","20-06-2020"
"1594173689-897","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaMIGUEL CLARO / BILBAODepartamento - Usado en venta 4  2  140 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/miguel-claro-bilbao/1465443?o=resultado_lista_seo_info","UF  5.700","140 m²","140 m²","4","2","BUEN DEPARTAMENTO ANTIGUO CON PARQUET, 4 DORMITORIOS Y DOS BAÑOS COMPLETOS, TIENE UNA TERRAZA TIPO PASILLO, ENTREGA INMEDIATA.","UF  5.700","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","24-04-2020"
"1594173743-916","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaAV.PROVIDENCIA / PISO PARQUETDepartamento - Usado en venta 3  2  111 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/av-providencia-piso-parquet/1299690?o=resultado_lista_seo_info","UF  7.000","111 m²","110 m²","3","2","COMODO Y CLASICO DEPARTAMENTO PISO PARQUET 
Amplio departamento en condominio ubicado en plena avenida Providencia, con excelente conectividad a pasos de los metros Los Leones y Tobalaba, Costanera Center, Banco Estado, OXXO, Farmacias Ahumada, hospital Félix Bulnes, entre todos los servicios que ofrece la avenida

DEPARTAMENTO CUENTA CON:
Gran living comedor separado
2 dormitorios + dormitorio de servicio 
2 baños remodelados con porcelanato
Cocina independiente tradicional 
Vista despejada a hermosos jardines y áreas verdes
Closets de pasillo
Ventanales clásicos
Orientación Nororiente

Gastos Comunes $86.500 Aprox.
Contribuciones $145.000

CONDOMINIO CUENTA CON:
Conserjería y Seguridad 24/7
Amplios Jardines
Ascensores

CONTACTANOS PARA MAS INFORMACION O COORDINAR TU VISITA 
www.acompropiedades.cl
*Estacionamiento modalidad lista de espera
*Metraje es aproximado","UF  7.000","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","12-06-2020"
"1594173738-914","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaDepartamento 3D + 2B en Providencia - Manuel MonttDepartamento - Usado en venta 3  2  130 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/departamento-3d-2b-en-providencia-manuel-montt/1494746?o=resultado_lista_seo_info","$  200.000.000","130 m²","0 m²","3","2","Vive en Providencia - Metro Manuel Montt

Contamos con un departamento estilo antiguo en la comuna de providencia, muy cerca de la estación de metro Manuel Montt.
 
El departamento tiene 130 m2 construidos, 3D+2B, living, comedor, cocina independiente con comedor, logia y bodega. Todos los dormitorios cuentan con closet y el tipo de piso es parquet el cual está vitrificado. Se ubica frente a avenida providencia en un piso nº 2 con Vista Norte. 

El sector es un barrio consolidado, cercano a áreas verdes, a una cuadra del Metro Manuel Montt, a minutos de Mall Costanera Center, colegios, supermercados, bancos, farmacias, todo tipo de comercio y transporte.

PRECIO VENTA $200.000.000.-

Coordina tu visita al + 569 47778567 o escríbenos a info@magnushome.cl
Grupo Magnus Home","$  200.000.000","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","10-06-2020"
"1594173696-899","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaAv. Condell / Vaticano Chico / RemodeladoDepartamento - Usado en venta 3  2  122 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/av-condell-vaticano-chico-remodelado/1468986?o=resultado_lista_seo_info","UF  6.280","122 m²","103 m²","3","2","REMODELADO - 3 DORMITORIOS - 2 BAÑOS - SERVICIO COMPLETO 
Cómodo y Luminoso Departamento Ubicado en el Corazón de la Comuna de Providencia, Cercano a Comercios, Restaurantes, Colegios, Universidades, Farmacias, Supermercados, Estaciones del Metro Baquedano y Salvador, Excelente Conectividad.
Departamento Cuenta con Hall de Entrada, Amplio Living Comedor con Salida a Terraza con Vista Despejada, Todas las Ventanas Termopanel, Cocina Independiente Amoblada y Equipada, Pieza de Servicio Completa, Pasillo Divisor que Invita a 3 Amplios Dormitorios Principal en Suite mas Espaciosos Closets, Baño Remodelado, Otros 2 Dormitorios de Buen Tamaño mas Closets y Salida a Terraza, Baño de Visitas Remodelado. Amplia Bodega, No Cuenta con Estacionamiento, pero con Disponibilidad para Arrendar.
Edificio Cuenta con Seguridad 24/7, Circuito Cerrado de TV, Portón Electrico.
Metros son Proporcionados por el Dueño ...
¡¡¡ No Deje de Visitar !!!","UF  6.280","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","29-04-2020"
"1594173722-908","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaBilbao/HolandaDepartamento - Usado en venta 3  2  117 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/bilbao-holanda/1437301?o=resultado_lista_seo_info","$  175.000.000","117 m²","112 m²","3","2","Departamento GRANDE, año 1976 con remodelación en cocina ampliada y baños, ventanas todas termopanel, piso parquet, en edificio de 4 pisos, sin ascensor.
Contacto Eugenia Bocchi 973371285 email eugeniab@vivaqui.com
Distribución: Living - comedor amplio, terraza, 3 dormitorios todos buenos espacios, el principal en suite, 2 baños.
Un estacionamiento para auto pequeño.
Orientación: Nor Oriente
Conserjería diurna.
No hay estacionamiento de visitas.
ID28516","$  175.000.000","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","11-05-2020"
"1594173752-919","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaPedro de Valdivia/Carlos AntúnezDepartamento - Usado en venta 3  3  140 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/pedro-de-valdivia-carlos-antunez/1503521?o=resultado_lista_seo_info","$  180.000.000","140 m²","124 m²","3","3",".:PROCASA JORGE PABLO CARO PROPIEDADES:. Vende amplio departamento. Hermoso edificio de estilo arquitectónico moderno. Tercer piso con ascensor. Amplios ambientes distribuidos en 124 M2 interiores más una gran terraza de 16 M2 al lado del living comedor y de 3 amplios dormitorios, 2 baños, gran cocina con loggia y dormitorio y baño de servicios. Vista a grandes árboles hacia el poniente. Piso de parqué en todo el departamento en EXCELENTE ESTADO. Ubicado a pocas cuadras de Providencia, acceso a bancos, universidades, centros médicos, colegios, servicios y comercio en general. Excelente acceso a locomoción colectiva. Líneas 1 y 6 del Metro Estaciones Pedro de Valdivia e Inés de Suárez.","$  180.000.000","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","23-06-2020"
"1594173736-913","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaBosque Norte - Carlos Antúnez, El BosqueDepartamento - Usado en venta 3  2  130 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/bosque-norte-carlos-antunez-el-bosque/1489910?o=resultado_lista_seo_info","UF  7.000","130 m²","120 m²","3","2","Amplio y luminoso departamento. Living comedor con salida a terraza y con vista a Av. El Bosque. Cocina amoblada con comedor de diario, loggia. 3 dormitorios, 2 baños, 2 con salida a terraza. Estacionamiento, bodega. Cerca locomoción, comercio, colegios, plazas, iglesia, restaurantes. No dejar de ver. Metros son aproximados. FPE1865. Veronica  Velázquez Tel. +56978632541","UF  7.000","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","01-06-2020"
"1594173681-894","https://www.toctoc.com/Venta/departamento/metropolitana/providencia?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","ProvidenciaChile España / Av. HolandaDepartamento - Usado en venta 3  3  114 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/providencia/chile-espana-av-holanda/1461363?o=resultado_lista_seo_info","UF  6.900","114 m²","104 m²","3","3","Amplio departamento remodelado de 104/10 mts. Orientación oriente, a pocas cuadras de metro Chile-España (L3). Ubicado en tranquilo sector residencial, cerca del Campus Oriente U. Católica, supermercado Unimarc, a 15 minutos caminando de Plaza Ñuñoa, colegios, bancos y variedad de comercio.

Coordinar visitas con Mailen Carmona 569 6475 2020 mailen@catabrochet.cl

3 dormitorios y 3 baños (principal en suite) mas pieza de servicio, piso vinilico, calefacción por losa radiante. Cocina ampliada equipada con campana, encimera a gas de 4 platos y horno, conexión a lavadora. Living comedor con salida a cómoda terraza.

2 estacionamientos subterráneos
1 bodega 
Gastos comunes $ 180.000 

Edificio del año 2006 de solo 8 pisos. Cuenta con seguridad las 24 hrs con accesos controlados, piscina, sala multiusos, gimnasio, bicicletero.","UF  6.900","Departamento en Venta Usado Providencia - Metropolitana Ver ubicación","17-04-2020"
