Srce,Province,PublishedDate,PropertyType,PropertyState,MtTot,Bdroom,Bath,Parking,PriceUF,Link,Description
"portal inmobiliario","Santiago","08-05-2020","Aparment","Propiedades usadas","131 m²","4","2","1","170.000.000 $","https://www.portalinmobiliario.com/MLC-525871585-departamento-en-vicuna-mackena-metro-santa-isabel-_JM#position=13&type=item&tracking_id=1192ceb3-9d37-4d7d-9b70-27954d945045","Descripción Amplio departamento ubicado a Pasos de Metro Santa Isabel orientación Nor-Oriente cuenta con 3 dormitorios más 1 de servicio 2 baños (1 Completo) espacioso Living comedor cocina amoblada loggia estacionamiento y bodega. Ventanales termo panel. Edificio en condominio conserjería 24/7. Ideal para familias por tener amplias áreas un ambiente seguro y ubicación estratégica cercano a escuelas supermercados entidades bancarias plazas y áreas de esparcimientos Gran conectividad. Gastos Comunes $ 60.000 aprox."
"portal inmobiliario","Santiago","5641861","Aparment","Propiedades usadas","110 m²","4","2","1","6.700 UF","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5641861-san-diego-516-departamento-1018-uda#position=25&type=item&tracking_id=1192ceb3-9d37-4d7d-9b70-27954d945045","Descripción 4 dormitorios 1 en suite con walk in closet nuevo 2 baños piso flotante en todas las habitaciones living comedor recepción con armario amplia cocina con gran armario y logia closet para ropa blanca estacionamiento y bodega. departamento familiar en excelentes condiciones muy bien cuidado mallas de seguridad en todas las ventanas edificio con 10 años piscina climatizada en último piso gimnasio sala de lavado quinchos y salas de eventos. Frente a Estación de metro Parque Almagro. Precio Conversable con reales Interesados."
"portal inmobiliario","Santiago","5707359","Aparment","Propiedades usadas","100 m²","3","2","1","4.530 UF","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5707359-av-espana-gorbea-uda#position=2&type=item&tracking_id=1192ceb3-9d37-4d7d-9b70-27954d945045","Descripción Cómodo departamento en sector Av. España - Gorbea. Excelente locomoción a pocas cuadras de estación Metro Unión Latinoamericana. Cercano a supermercados comercio restaurantes colegios universidades centros culturales y plazas de juegos. Características de la Propiedad: * 3 Dormitorios principal en suite con baño privado y walkin closet. * 2 Baños. * Cocina. * Loggia. * Living Comedor. * Terraza. * Estacionamiento. * Bodega. * $80.000 de Gastos Comunes mas un bajo consumo por agua caliente (calderas nuevas). * 90 m2 de superficie total. * 100 m2 construídos. * Primer Piso. * Orientación Norte. * Piso dormitorios: Piso flotante. * Piso baños: Cerámica. * Arriendo de antena con ingresos que permite bajos gastos comunes. Características del Edificio: * Seguridad 24 horas. * Piscina. * Gimnasio. * Quincho. * Sala Multiuso. Interesados envíen * Nombre * Celular * Rut para coordinar visita por email o si prefiere Celular / whatsaap: +569 35103971 Terminaciones Piso baños: cerámica Piso dormitorios: piso flotante Suministros Agua caliente: caldera Características propiedad loggia cocina amoblada portón automático Características comunidad accesos controlados gimnasio piscina portón eléctrico quincho sala de eventos Gastos Gastos comunes: $ 80.000 Otros suministros señal satelital Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Santiago","23-04-2020","Aparment","Propiedades usadas","110 m²","3","3","2","6.900 UF","https://www.portalinmobiliario.com/MLC-524430240-departamento-en-venta-bosques-de-la-piramide-_JM#position=19&type=item&tracking_id=1192ceb3-9d37-4d7d-9b70-27954d945045","Descripción Impecable departamento con vista despejada en condominio consolidado a minutos de Vitacura!! Amplio hall de acceso living comedor juntos con salida a una amplia terraza con vista 3 dormitorios amplio dormitorio en suite con estar 2 baños en suite bodega y estacionamiento. Edificio con piscina sala de eventos jardines quincho seguridad 24/7."
"portal inmobiliario","Santiago","5588595","Aparment","Propiedades usadas","150 m²","3","2","1","4.900 UF","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5588595-carmen-602-uda#position=9&type=item&tracking_id=1192ceb3-9d37-4d7d-9b70-27954d945045","Descripción DEPARTAMENTO ÚNICO!! Departamento de 74 m2 interiores de 3 dormitorios 2 baños sala estar amplia cocina a gas y gran terraza exterior de 74 m2. Departamento se encuentra muy bien cuidado y recientemente reformado todo el piso laminado pintura y baños. Cercano a menos de 10 minutos caminando de la L1 L3 y L5 del Metro. Estacionamiento: 1 Bodega: 0"
"portal inmobiliario","Santiago","24-04-2020","Aparment","Propiedades usadas","102 m²","3","3","2","6.498 UF","https://www.portalinmobiliario.com/MLC-524477196-departamento-en-venta-metro-principe-de-gales-_JM#position=16&type=item&tracking_id=1192ceb3-9d37-4d7d-9b70-27954d945045","Descripción FPV3207 Precioso departamento a pasos del Metro Príncipe de Gales  linda vista a la cordillera excelente conectividad  cercano a centros comerciales bancos colegios. Piso 5 orientación oriente -sur DISTRIBUCIÓN : Hall de acceso  living comedor juntos con salida a terraza cocina  loggia. 3 dormitorios  2 baños. Dormitorio principal en suite  baño con ventilación natural. El Dormitorio principal y el segundo dormitorio salen a una terraza. CARACTERÍSTICAS TÉCNICAS Y OTROS: Piso flotante ventanas termopanel 1 estacionamiento en superficie 1 bodega INFRAESTRUCTURA EDIFICIO: Piscina juegos infantiles acceso controlado conserje 24 horas"
"portal inmobiliario","Las Condes","05-06-2020","House","...","120 m²","3.0","2.0","1.0","4.900 UF","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5607677-yolanda-9438-uda#position=5&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","Descripción Cel: 989030834 PIDA LOS VIDEOS POR WHATSAPP - 3 dormitorios (1 con baño directo). - 2 baños (incluido el anterior). - Living comedor. - Cocina separada del living comedor. - Patio de adoqines con techo de policarbonato que puede utilizarse como lavadero o terraza. - Terraza externa que recorre la casa en L. - Segundo piso (2 piezas + 1 baño). En este piso está la pieza principal amplia con walk in closet. - Termo panel en todas las ventanas excepto en baños. La casa se ubica en un condominio cerrado que paga solo $20.000 pesos al año de mantenimiento. Cuenta con portón eléctrico. Está ubicada cerca de centro municipal consultorio PDI Carabineros hospital parque mall Los Dominicos feria libre los Domingos colegios. vende su dueño sin comisión."
"portal inmobiliario","Las Condes","17-06-2020","House","...","110 m²","3.0","3.0","1.0","198.000.000 $","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5668126-la-goleta-las-condes-uda#position=7&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","Descripción Casa de tres pisos en excelente ubicación Calle La Goleta /Cuarto Centenario. Primer Piso Living comedor logia cocina. Segundo Piso Dos dormitorios amplios con closet dos baños equipados terraza. Tercer Piso Un dormitorio amplio baño en suite terraza Patio trasero estacionamiento entrada casa. Coordine su visita se reciben ofertas!!"
"portal inmobiliario","Las Condes","24-06-2020","House","...","120 m²","3.0","2.0","1.0","4.900 UF","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5681590-yolanda-vital-apoquindo-uda#position=2&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","Descripción 3 dormitorios (1 con baño directo). - 2 baños (incluido el anterior). - Living comedor. - Cocina separada del living comedor. - Patio de adoqines con techo de policarbonato que puede utilizarse como lavadero o terraza. - Terraza externa que recorre la casa en L. - Segundo piso (2 piezas + 1 baño). En este piso está la pieza principal amplia con walk in closet. - Termo panel en todas las ventanas excepto en baños. La casa se ubica en un condominio cerrado que paga solo $20.000 pesos al año de mantenimiento. Cuenta con portón eléctrico. Está ubicada cerca de centro municipal consultorio PDI Carabineros hospital parque mall Los Dominicos feria libre los Domingos colegios. Gastos Gastos comunes: $ 20.000"
"portal inmobiliario","Las Condes","20-06-2020","House","...","110 m²","3.0","3.0","1.0","198.000.000 $","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5675199-la-goleta-788-uda#position=3&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","Descripción Se vende casa de tres pisos con excelente ubicación. Barrio residencial tranquilo Primer Piso Consta de living comedor loggia cocina. Segundo Piso Dos dormitorios amplios comodos con closet Dos baños completos Terraza con vista al Nor Oriente Tercer Piso 1 dormitorio en suite baño amplio comodo. Terraza salida dormitorio Además tiene patio trasero Coordine su visita!! 984713913 Nancy Auvelez"
"portal inmobiliario","Las Condes","08-06-2020","House","...","270 m²","4.0","1.0","3.0","5.680 UF","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5653729-oportunidad-a-100-metros-de-mall-los-dominicos-y-metro-a-5-min-colon-p-hurtado-uda#position=4&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","Descripción VENDE EN EXCLUSIVA AVF GESTIÓN INMOBILIARIA no se acepta canje. Atención inversionistas!! gran oportunidad mejor valor de mercado del sector. Casa con amplio terreno ideal para remodelar y ampliar /crear algún proyecto .( existe ampliación sin terminar ) Ubicada en un sector privilegiado a tan solo 100 metros de MALL LOS DOMINICOS y 5 minutos de METRO LOS DOMINICOS con locomoción de alcance gratuita! Y menos de diez minutos caminando. Gran conectividad locomoción a solo pasos a menos de 10 minutos de costanera ( carreteras) y Mall alto las Condes a 7 minutos de parque P. Hurtado y a 100 metros de parque Gandarillas. A pasos de clínicas Hospitales Sesfan Urgencias farmacias supermercados gimnasios casas comerciales etc. Alta plusvalia y en aumento esto se traduce ademas en una excelente inversión!! Casa posee Amplio antejardin con PORTON AUTOMÁTICO y acceso puerta electrica capacidad para estacionar 2 3 4 vehículos sin problemas. 3 dormitorios uno amplio otro mediano y otro mas pequeño. Ampliación sin terminar en parte posterior de la casa compuesta actualmente por estructura en metalcom (fotos) traga luz para llegar y continuar si se desea. cuarto dormitorio exterior en ampliación terminada de buen tamaño. AMPLIO PATIO TRASERO con arboles frutales naranjo limón Guindo ideal para proyecto quincho piscina salsa de juegos etc. cocina con acceso a patio trasero y 1 baño. EXENTO DE CONTRIBUCIONES. Para visitas agendar mínimo con 48 horas de anticipación al correo: avaras@avfpp.cl"
"portal inmobiliario","Las Condes","14-04-2020","House","...","162 m²","3.0","1.0","1.0","160.000.000 $","https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/5556916-metro-y-mall-los-dominicos-uda#position=6&type=item&tracking_id=9c2cfbc2-f149-4fd5-9f7e-c363780a4e74","Descripción Terminaciones Piso baños: cerámica Piso dormitorios: piso flotante Techos: teja Suministros Agua caliente: calefón Calefacción: otro Otros suministros internet teléfono tv cable wi-fi"
