web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,MtUtil,Bdroom,Bath,Description,PriceUnit,WebDesc,PublishedDate
"1594173929-950","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesMarco Polo/ Monte AlegreDepartamento - Usado en venta 3  2  114 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/marco-polo-monte-alegre/1493318?o=resultado_lista_seo_info","UF  6.895","114 m²","104 m²","3","2","Depatamento en venta en Las Condes
Amplio y acogedor departamento en excelente ubicación a pasos del Metro Colón, cercano a Colegio San Gabriel.
Para visitas coordinar con Waleska Baricic al 569 9369 49 50. Mail waleska@catabrochet.cl

3 dormitorios con piso flotante, 2 baños completos
Living comedor con cerámica
Ventanas con termopanel
Logia y conexión a lavadora
Superficie construida 104 m2
Superficie de terraza 10 m2
Orientación Oriente 
Tipo de gas cañería 
Tipo de calefacción caldera independiente
Edificio del año 1992
Gastos Comunes $125.000.-
Contribuciones $105.000.- 
1 Estacionamiento y 1 bodega","UF  6.895","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","08-06-2020"
"1594173881-933","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesMall Sport - Plaza San EnriqueDepartamento - Usado en venta 3  3  120 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/mall-sport-plaza-san-enrique/1323149?o=resultado_lista_seo_info","UF  6.990","120 m²","115 m²","3","3","Luminoso departamento cerca de Mall Sport y Plaza San Enrique. Hall de entrada, amplio living comedor con salida a terraza de gran tamaño.  Dos dormitorios, principal en suite y baño con ventana, segundo dormitorio con baño en pasillo (ventana y luz natural), amplios closet y excelente distribución. Cocina amoblada, cubierta de granito, amplia logia, dormitorio y baño de servicio.  El departamento cuenta con termopanel en los dormitorios, pisos de cerámica, dos estacionamientos (tandem) en subterráneo y bodega.  Edificio con portón automático, conserjería 24/7 y estacionamiento para visita.  Metros otorgados por el propietario.. Andrea Paz Robertson Tel. +56999991916","UF  6.990","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","25-09-2019"
"1594173898-939","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesEdificio Zamora 3221Departamento - Nuevo en venta 1 a 3  57.99 a 160.75 m²","https://www.toctoc.com/propiedades/compranuevo/departamento/las-condes/edificio-zamora-3221/1434486?o=resultado_lista_seo_info","null","null","null","null","null","Edificio Zamora 3221está ubicado en un tranquilo barrio de Las Condes a pasos del Metro Colón. Cuenta con una excelente conectividad, y se encuentra rodeado de parques, ciclovías y diversos servicios tales como colegios, supermercados, restaurantes, entre otros.Amplios departamentos de moderna distribución con tipologías de 1, 2 y 3 dormitorios más estar que van desde 57 hasta 160 m2 totales aprox.Algunas de las terminaciones de Zamora 3221 incluyen:Piso SPC en hall de acceso, living comedor, cocina y dormitorios.Cocinas integradas con cubiertas de cuarzo blanco Equipadas con encimera, horno y campana.Ventanas termopanel con marcos de PVC Antracita en todos los recintosBaños principales con receptáculo en obra Gres Porcelánico RústicoDepartamentos con amplias terrazas.Calefacción por losa radiante  (piso)Factibilidad de aire acondicionado para todos los deptos.Equipamiento comunitario: Amplia piscina, patio interior, sala multiuso con kitchenette y completamente decorada, doble altura en sala multiuso, pasillos con iluminación natural y ventilación cruzada, doble acceso vehicular controlados con circuito cerrado de TV, estacionamiento para autos eléctricos y bicicletero, entre otros.","null","Martin de Zamora 3221 Ver ubicación","null"
"1594173904-941","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesPONTEVEDRA NOR ORIENTEDepartamento - Usado en venta 4  3  120 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/pontevedra-nor-oriente/1417737?o=resultado_lista_seo_info","UF  6.900","120 m²","120 m²","4","3","Excelente departamento en  residencial ubicación de la comuna de Las Condes.
Hall de acceso, amplio living comedor con terraza incorporada. Cocina de buen  tamaño con loggia.
Tres dormitorios (principal en suite), dos baños completos, más dormitorio y baño de servicio.

UN ESTACIONAMIENTO y una bodega.
Edificio con conserjería las 24 horas, estacionamientos de visita, sala de juegos, solo dos departamentos por piso.

Gastos comunes: $90.000 aprox.","UF  6.900","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","07-02-2020"
"1594173902-940","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesVespucio / Metro Escuela MilitarDepartamento - Usado en venta 3  2  120 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/vespucio-metro-escuela-militar/1403605?o=resultado_lista_seo_info","UF  6.200","120 m²","100 m²","3","2","Excelente ubicación , Cómodo departamento, a una cuadra del metro Escuela Militar. Hall de entrada, amplio living-comedor con salida a terraza, cocina con loggia, 3 dormitorios y 2 baños, 1 estacionamiento subterráneo, 1 bodega.




Vende Alejandro Jaime Propiedades. Contactar al 2 2730 4000.","UF  6.200","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","19-01-2020"
"1594173878-932","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesHermoso y amplio departamento en Las CondesDepartamento - Usado en venta 3  2  127 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/hermoso-y-amplio-departamento-en-las-condes/1252877?o=resultado_lista_seo_info","$  190.000.000","0 m²","0 m²","3","2","Focolare Propiedades Vende amplio departamento de 127 mts incluyendo terraza, con orientación Sur-Poniente, Emplazado en barrio tranquilo y residencial, en calle Martín Alonso Pinzon cercano a Metro Cristóbal Colón y metro Escuela Militar. El Departamento destaca por su amplio living comedor con salida a Terraza, 3 amplios dormitorios y 2 baños, cocina tradicional amoblada y equipada con encimera horno y campana extractora (nueva) con salida a Logia, el dormitorio principal posee Walk in Closet y Baño en Suite, este último tiene incorporada una agradable y cómoda tina de hidromasajes. El inmueble se encuentra dentro de un elegante edificio que posee espacios comunes, áreas verdes, vigilancia las 24 horas, estacionamientos de visita. Cercano a Supermercados, colegios, clínicas, plazas, con excelente conectividad por las avenidas Cristóbal Colón y Manquehue sur. Destacado, ambos baños fueron re-modelados por Homecenter Sodimac. VALOR: $190.000.000.-","$  190.000.000","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","17-06-2019"
"1594173909-943","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesEdificio Víctor RaeDepartamento - Nuevo en venta 1 a 3  55.54 a 249.69 m²","https://www.toctoc.com/propiedades/compranuevo/departamento/las-condes/edificio-victor-rae/1438059?o=resultado_lista_seo_info","null","null","null","null","null","Descubre los beneficios de consolidarte en un edificio con solo 32 departamentos en total distribuidos en 7 pisos. Disfruta de sorprendentes espacios para compartir con tu familia y amigos. En primer piso: Moderno hall de acceso,  un increíble salón multiuso con terraza, zona de juego de niños y áreas verdes. En último piso: podrás refrescarte junto a tu familia con una piscina de adultos y de niños, además de dos equipados quinchos panorámicos pensados en brindarte comodidad en tus celebraciones.El edificio también cuenta con 9 estacionamientos de visitas, bicicleteros, accesos controlados por circuito cerrado de TV, alarma en puertas y ventanas de departamentos de pisos 2, 3 y terraza de departamentos penthouse, cerco eléctrico y video portero. Factibilidad de electricidad en estacionamientos para autos eléctricos.","null","Víctor Rae 5577, Las Condes  Ver ubicación","null"
"1594173862-926","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesEco TempoDepartamento - Nuevo en venta 1 a 3  56.98 a 139.85 m²","https://www.toctoc.com/propiedades/compranuevo/departamento/las-condes/eco-tempo/512538?o=resultado_lista_seo_info","null","null","null","null","null","Inmobiliaria Fundamenta presenta su nuevo proyecto Eco Tempo, emplazado en la intersección de Puente Nuevo con av. Las Condes. El edificio cuenta con departamentos de 1, 2 y 3 dormitorios, excelentes terminaciones, amplios espacios comunes, piscina y quinchos con vista panorámica. Ubicado en zona privilegiada de la comuna de Las Condes, cercano a supermercados, colegios, universidades, portal La Dehesa y Mall Sport. Con excelente conectividad, próximo a autopista Costanera Norte y av. La Dehesa.Características y terminaciones: sistema de calefacción eléctrico mediante cielo radiante. Equipamiento comunitario entrada por puente sobre patio inglés y hall de acceso con doble altura. Quinchos, gimnasio, salas multiuso y de primeros auxilios, lavandería y piscina en cubierta con baños. Calderas de condensación de alta eficiencia para aguas sanitarias ubicadas en la cubierta.","null","Av. Las Condes 12808 Ver ubicación","null"
"1594173926-949","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesSebastián Elcano / ColónDepartamento - Usado en venta 3  2  105 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/sebastian-elcano-colon/1327830?o=resultado_lista_seo_info","$  170.000.000","105 m²","100 m²","3","2","Sin estacionamiento, Sin bodega.
Amplio departamento, seguro y muy tranquilo, inmejorable ubicación, excelente conectividad en sector consolidado de la comuna.

CARACTERÍSTICAS
- 100/105 m2
- 3 Dormitorios 1 en suite
- 2 Baños 
- Living comedor juntos con salida a terraza
- Cocina amoblada
- Logia

OTROS
- Piso 2
- Gastos comunes $70.000 aprox.
- Nor- Oriente

CARACTERÍSTICAS DEL EDIFICIO
Edificio cuenta con amplios jardines y áreas verdes, emplazado en sector muy residencial de la comuna y muy cercano a colegios, farmacias y comercio. Conserje 24/7. Estacionamiento de visitas.","$  170.000.000","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","03-06-2020"
"1594173866-928","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesISA PinzónDepartamento - Nuevo en venta 2 a 4  100.43 a 152.32 m²","https://www.toctoc.com/propiedades/compranuevo/departamento/las-condes/isa-pinzon/722164?o=resultado_lista_seo_info","null","null","null","null","null","Exclusivo edificio con solo 36 departamentos distribuidos en 10 pisos, en la mejor ubicación de Las Condes, a pasos de Avenida Colón y metro Hernando de Magallanes, con excelente conectividad y equipamiento.Está construido con moderno diseño y solo 4 unidades por piso, de 2, 3 y 4 dormitorios. Disfruta de las más amplias terrazas, finas terminaciones y espacios muy luminosos, amplios y conectados.Características y terminaciones: gres cerámico en hall, living y cocina. Ventanales con marco de PVC color madera con termopanel calificación Low-e que mejoran aun más la aislación térmica y acústica. Barandas de cristal templado en terrazas, cocinas con cubiertas de cuarzo.Unidades de segundo piso consideran metraje de jardín en superficie total","null","Martín Alonso Pinzón 7444 Ver ubicación","null"
"1594173869-929","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesDEPARTAMENTO LAS CONDESDepartamento - Usado en venta 4  3  110 m² 10 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/departamento-las-condes/1100407?o=resultado_lista_seo_info","UF  7.000","110 m²","130 m²","4","3","Amplio y comodo depto de 3 dormitorios, uno en suite más servicios. terrazas, logia, living comedor.","UF  7.000","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","16-10-2018"
"1594173912-944","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesIV Centenario - Las CondesDepartamento - Usado en venta 3  3  108 m² 6 m²","https://www.toctoc.com/propiedades/compraparticularsr/departamento/las-condes/iv-centenario-las-condes/1439746?o=resultado_lista_seo_info","UF  5.900","0 m²","108 m²","3","3","VENTA INMEDIATACondominio edificios de cuatro pisos. Departamento en primer piso , terraza a jardines, living comedor , tres baños, tres dormitorios , amplia cocina loggia, patio de luz. Estacionamiento.venta inmediata.Contactar con Claudia +56956040091

        

        
            
        Distribución:HallJardinTerrazaLavadero InteriorPatio de ServicioServicios:Porton AutomaticoCocina:Comedor DiarioCocina AmobladaOtros:Protecciones Ventana","UF  5.900","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","09-03-2020"
"1594173937-953","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesAv Americo Vespucio/ Escuela Militar/Las CondesDepartamento - Usado en venta 3  2  100 m² 9 m²","https://www.toctoc.com/propiedades/compraparticularsr/departamento/las-condes/av-americo-vespucio-escuela-militar-las-condes/1510667?o=resultado_lista_seo_info","UF  6.100","0 m²","100 m²","3","2","Excelente Depto a 2 cuadras del Metro Escuela Militar , 3 dormitorios 2 baños , cocina y loggia Bodega y EstacionamientoOrientacion Nor Poniente","UF  6.100","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","05-07-2020"
"1594173906-942","https://www.toctoc.com/Venta/departamento/metropolitana/las-condes?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Las CondesPONTEVEDRA NOR ORIENTEDepartamento - Usado en venta 4  3  120 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/pontevedra-nor-oriente/1430047?o=resultado_lista_seo_info","UF  6.900","120 m²","120 m²","4","3","Excelente departamento en  residencial ubicación de la comuna de Las Condes.
Hall de acceso, amplio living comedor con terraza incorporada. Cocina de buen  tamaño con loggia.
Tres dormitorios (principal en suite), dos baños completos, más dormitorio y baño de servicio.

UN ESTACIONAMIENTO y una bodega.
Edificio con conserjería las 24 horas, estacionamientos de visita, sala de juegos, solo dos departamentos por piso.

Gastos comunes: $90.000 aprox.","UF  6.900","Departamento en Venta Usado Las Condes - Metropolitana Ver ubicación","26-02-2020"
