web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,MtUtil,Bdroom,Bath,Description,PriceUnit,WebDesc,PublishedDate
"1594173038-785","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaSe vende Depto cn envidiable vista al valle de HuechurabaDepartamento - Usado en venta 3  3  140 m² 10 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/se-vende-depto-cn-envidiable-vista-al-valle-de-huechuraba/1344999?o=resultado_lista_seo_info","UF  6.500","140 m²","0 m²","3","3","Depto como nuevo en una inmejorable ubicación con una bella vista a todo el Valle","UF  6.500","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","29-10-2019"
"1594173048-789","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaHuechurabaDepartamento - Usado en venta 3  3  110 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/huechuraba/1373752?o=resultado_lista_seo_info","UF  4.650","110 m²","110 m²","3","3","¡¡Excelente!! Departamento muy iluminado, ubicado en el mejor sector de Huechuraba, cercano a colegios, supermercados, farmacias, centros comerciales y a pasos de locomoción publica. Edificio cuenta con piscina, quinchos, cancha de tenis y gimnasio. Descripción: Amplios living y comedor juntos con piso flotante, cocina equipada con encimera, horno empotrado y campana, dormitorio principal en suite, segundo dormitorio, mas dormitorio de servicio con baño completo incluido, tercer baño completo en pasillo, y gran terraza. Incluye: Un estacionamiento y una bodega. La propiedad se encuentra exenta de contribuciones. Metrajes Aproximado. Gastos Comunes $ 100.000.-","UF  4.650","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","06-12-2019"
"1594173117-813","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaEl Sauce/ Pedro Fontova/ 4D-3B / 140-220 m2Departamento - Usado en venta 4  4  140 m² 220 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/el-sauce-pedro-fontova-4d-3b-140-220-m2/1511522?o=resultado_lista_seo_info","UF  6.690","140 m²","0 m²","4","4","EXCELENTE CASA DE 2 PISOS SÓLIDA CON AISLACIÓN TERMICA NO PERIMETRAL EN CONDOMNIO MUY SEGURO

condominio cerrado con seguridad controlada las 24 horas, con juego infantiles, estacionamiento de visitas y Áreas verdes, a pasos de Américo Vespucio norte, cercana a colegios, strip center y supermercados

DISTRIBUCIÓN:

Entrada de autos con adoquines con espacio para 2 o 3 autos.


PRIMER PISO

Hall de acceso
Baño de visitas
Living comedor semi separados con salida a jardín, terraza con techo y Quincho.
Amplia cocina con piso de porcelanato, muebles con cubierta de granito y comedor de diario
Dormitorio y baño
Amplia logia con salida al exterior



Segundo Piso

Dormitorio principal en suite walking closet
Baño con porcelanato en piso y muros y luz natural
Sala de estar
2 dormitorios de similar tamaño con amplios closets
Segundo baño completo con luz natural

Gastos comunes $80.000
Contribuciones $150.000


Características propiedad
comedor de diario, despensa, escritorio, lavadero interior, pieza de servicio, riego automático, sala de estar, cocina amoblada, cocina equipada","UF  6.690","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","06-07-2020"
"1594173105-809","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaAv. Del Parque - Cómodos Espacios - Vista DespejadaDepartamento - Usado en venta 3  3  128 m² 23 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/av-del-parque-comodos-espacios-vista-despejada/1504501?o=resultado_lista_seo_info","UF  6.990","128 m²","105 m²","3","3","Estupendo departamento, en sólido edificio de Almagro, muy cómodo y con una excelente distribución. En un barrio muy tranquilo y familiar, cerca de todo tipo de comercio, plazas y colegios.
Amplio hall de acceso, living comedor de buen tamaño y muy luminoso, y con una agradable vista despejada. Cocina muy cómoda y bien equipada, comedor de diario y loggia.
El departamento cuenta con 3 dormitorios, el principal en suite, con walking closet, y amplio baño, el dormitorio es espacioso e incluye 2 muebles empotrados, un respaldo con veladores, y un rack para la TV y decoración. Sale a amplia terraza que fue cerrada para ganar un recinto adicional de esparcimiento familiar. El segundo dormitorio también sale a esta agradable terraza, y tiene su baño completo. 
Luego el tercer dormitorio o de servicio, al cual se accede por el hall de entrada, tiene buen tamaño, un closet muy grande, y su respectivo baño. 
Cuenta con 2 estacionamientos y 1 bodega, todos en el primer subterráneo. Gastos comunes 200.000, por período de cuarentena se reducirán a 180.000. El departamento cuenta con calefacción central por losa, pero se acordó que por este invierno no se utilizaría.
El condominio es familiar, con áreas verdes y piscina, estacionamientos de visitas, conserjería 24/7, muy buena comunidad.","UF  6.990","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","24-06-2020"
"1594173061-794","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaPedro FontovaDepartamento - Usado en venta 3  3  140 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/pedro-fontova/879856?o=resultado_lista_seo_info","UF  6.300","140 m²","120 m²","3","3","Departamento con excelente conectividad, ubicado en condominio ,hall de entrada living comedor con amplia terraza y bonita vista, tres dormitorios dos en suite,  tres baños, cocina con con logia,dos estacionamientos y amplia bodega 
Piscina,sala eventos, quincho, juegos, jardines .","UF  6.300","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","16-03-2020"
"1594173109-811","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaRINCONADA EL SALTO 990 DP 801, HuechurabaDepartamento - Usado en venta 3  3  120 m² 12 m²","https://www.toctoc.com/propiedades/compraparticularsr/departamento/huechuraba/rinconada-el-salto-990-dp-801-huechuraba/1508043?o=resultado_lista_seo_info","UF  6.600","0 m²","120 m²","3","3","Grande, amplio y muy confortable Departamento en Piso 8. 3 Dormitorios, 3 Baños.  Dormitorio Principal en Suite con walking closetCocina equipada y amplia despensa. Loggia con lavadero y espacio para lavadora y secadora Amplia Terraza Ventanales con Termopanel. Piso de cerámica en baños, cocina y terraza, Piso Flotante living comedor y habitaciones.  sistema de agua caliente con caldera. Calefacción central.Edificio moderno, Amplios jardines, con Gimnasio, Salas Multiuso, Lavandería, Piscina, Quinchos en jardines con estacionamientos de visita. Conserjería y Vigilancia 24 hrs.Estación Metro más cercana Vespucio Norte Movilización  en Ciudad Empresarial.Supermercados, Universidad, Sodimac, farmacia, Panadería y Minimarket.","UF  6.600","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","01-07-2020"
"1594173086-803","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaDEPARTAMENTO OPORTUNIDAD INVERSIONISTASDepartamento - Usado en venta 3  3  130 m² 12 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/departamento-oportunidad-inversionistas/1479312?o=resultado_lista_seo_info","UF  5.800","130 m²","130 m²","3","3","OPRTUNIDAD INVERSIONISTAS , BUEN PRECIO !!
LLAMAR AL 953565515","UF  5.800","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","13-05-2020"
"1594173119-814","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaPedro Fontova/ El Carmen /TOUR VIRTUAL /2 suite 4D-4B / 2 estacionamientos 175 M2Departamento - Usado en venta 4  4  150 m² 25 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/pedro-fontova-el-carmen-tour-virtual-2-suite-4d-4b-2-estacionamientos-175-m2/1511501?o=resultado_lista_seo_info","UF  6.100","0 m²","150 m²","4","4","Tour Virtual disponible !

Hermoso Departamento Excelente ubicación, a pasos de comercio, supermercados y áreas verdes
4 dormitorios (2 en suite), 4 baños
2 estacionamientos subterráneos, gran bodega 10 m2 app.
Orientación sur-oriente
Hall de entrada, puerta divisoria de acceso a living comedor, amplios ventanales con salida a la terraza, Baño de visitas.
Cocina amoblada, loggia cerrada y comedor de diario
Primer dormitorio en suite, con baño y closet.
Dormitorio principal con acceso a terraza, en suite, walk in closet, amplio baño con jacuzzi.
Segundo y tercer dormitorios con amplio ventanal Ambos con acceso a terraza.
Piso flotante en todo el departamento, calefacción centralizada.
Gastos comunes aprox. $200.000 (incluye agua caliente)

Edificio año 2013, cuenta con seguridad las 24 horas, 2 piscinas, sala de multiuso, quincho, estacionamientos de visitas, grandes áreas verdes, juegos infantiles.

Características propiedad
terraza con malla, cocina amoblada, cocina equipada

Características comunidad
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Estacionamientos y bodegas
Estacionamientos: 2","UF  6.100","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","06-07-2020"
"1594173054-791","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaHermoso Departamento con linda vista D.NDepartamento - Usado en venta 4  3  149.7 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/hermoso-departamento-con-linda-vista-d-n/1387567?o=resultado_lista_seo_info","UF  6.850","149,7 m²","131 m²","4","3","Lindo Departamento en sector exclusivo. Maravillosa vista.

Hall entrada, living comedor , terraza, dormitorio principal en suite con clóset y walk in closet, cocina amoblada y equipada, comedor de diario y loggia, baño de visitas, escritorio, dos dormitorios y baño completo

El condominio cuenta con piscina; quincho; salas multiusos; club house.

Se incluye en la venta un estacionamiento tandem (doble) y una bodega.","UF  6.850","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","27-12-2019"
"1594173102-808","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaSAN CLEMENTE/CAMINO DE CINTURADepartamento - Usado en venta 4  3  149 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/san-clemente-camino-de-cintura/1384426?o=resultado_lista_seo_info","UF  6.850","149 m²","130 m²","4","3","www.procasa.cl CÓDIGO: 43975 MAURICIO PINO PROPIEDADES VENDE AMPLIO DEPARTAMENTO EN EXCLUSIVO CONDOMINIO EN HUECHURABA, 4 dormitorios, 3 baños, 1 estacionamiento en tandem y una amplia bodega. Sector muy tranquilo con una vista despejada y envidiable hacia el valle de Huechuraba. Excelente conectividad a Pedro Fontova, cercano a Colegios y Jardines Infantiles. El Condominio cuenta con Piscina, Quinchos y Sala de eventos.  El departamento esta distribuido en un amplio Living comedor con salida a una amplia terraza con una espectacular vista, gran cocina con comedor de diario y conectada a una amplia logia con iluminación natural. En la otra ala del departamento se encuentran los dormitorios, principal en suite con un amplio walk in closet, otros dos dormitorios donde entran camas de 2 plazas y un tercer dormitorio de servicio con dos entradas una por la cocina y otra por el pasillo principal. Gastos comunes de $130.000 y contribuciones de $178.000.  No deje de visitar.","UF  6.850","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","19-06-2020"
"1594173079-800","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","Huechurababosques de la piramideDepartamento - Usado en venta 3  2  130 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/bosques-de-la-piramide/1477361?o=resultado_lista_seo_info","UF  6.700","130 m²","130 m²","3","2","Se vende o Arrienda expectacular departamento con hermosa vista y gran terraza
el departamento cuenta con 3d y 2b, esta en el condominio bosques de la piramide, un condominio consolidado con piscina, gimnasio, vigilancia 24h, salon de eventos, gran parque con senderos para trekking y quincho.
El inmueble esta con disponibilidad inmediata
tiene 130m2, 2 terrazas, cocina con loggia, un estacionamiento subterraneo y bodega","UF  6.700","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","11-05-2020"
"1594173068-796","https://www.toctoc.com/Venta/departamento/metropolitana/huechuraba?dormitoriodesde=3&dormitoriohasta=5&banosdesde=0&banoshasta=5&superficeDesde=100&superficiehasta=&moneda=2&preciodesde=4000&preciohasta=7000&ordenarpor=recientes&cargarmas=1&tipoOperacion=-1","HuechurabaDepartamento con patio, Pedro Fontova, HuechurabaDepartamento - Usado en venta 3  2  122 m²","https://www.toctoc.com/propiedades/compracorredorasr/departamento/huechuraba/departamento-con-patio-pedro-fontova-huechuraba/1457057?o=resultado_lista_seo_info","UF  6.200","122 m²","152 m²","3","2","Hermoso Departamento en primer piso de 152mt2 Ubicado en el mejor sector de Huechuraba, lugar tranquilo, cercano a supermercados y colegios, tiene 2 piscinas, 2 gimnasios, 2 salas de juegos, quinchos, sala de eventos, parque y juegos para niños.
 
Cuenta con:
Cocina equipada, comedor diario, logia con acceso a increíble patio trasero perteneciente al departamento.
Amplio Living-comedor con acceso a la terraza que cuenta con una hermosa vista al Valle.
3 dormitorios, principal con Walking closet mas closet adicional
2 baños completos, uno en suite y el otro de visita
Calefacción por calderas a través de radiadores
2 estacionamientos, Bodega amplia.
Coordina tu visita con los Corredores de Propiedades Diego Villavicencio al teléfono +569 3279 6867 Mail: diegov@sidneypropiedades.cl o Maritza Quiñones al teléfono +569 6567 4539 Mail: contacto@sidneypropiedades.cl","UF  6.200","Departamento en Venta Usado Huechuraba - Metropolitana Ver ubicación","09-04-2020"
