web-scraper-order,web-scraper-start-url,item,item-href,Name,Price,MtTot,MtUtil,Bdroom,Bath,Parking,Description,PriceUnit,Province,PropertyType,PropertyState,PublishedDate,pages,pages-href,Province_aux
1594170831-605,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 180.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5680014-metro-nunoa-uda#position=19&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",180.000.000,106 m²,106 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Acogedor departamento ubicado en Dublé Almeyda, a pasos de Avenida Pedro de Valdivia y metro Ñuñoa, cercano a comercio, colegios con 3 dormitorios y 2 baños completos, bodega y estacionamiento, conserjería, ginmasio, piscina, sala de eventos.
PRECIO $180.000.000

Contacto: Claudia Herrera L
claudiaherrera@cusaco.cl
+56 9 3952 5475

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",$,null,Departamentos,Propiedades usadas,23-06-2020,,,Ñuñoa
1594170833-606,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.490,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5681750-cercano-al-metro-chileespana-uda#position=18&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.49,103 m²,96 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Vendo Excelente departamento, A pasos del Metro chile-españa de la línea 3, a cuadras del Mall Plaza egaña.
3 Dormitorios, 2 baños, Living-comedor, Cocina, logia, sala de estar.
Está ubicado en un segundo Piso de un total de 13 pisos del edificio, Cuenta con 2 ascensores, Tiene orientación Nor-poniente.
El Edificio Tiene Piscina, Quincho, Sala de eventos, Lavandería, 36 estacionamientos para Visitas, Vigilancia de Lunes a domingo 24 horas.
Cercano a Colegios, Bancos, supermercados y varias plazas.

Para Cualquier consulta o visita comunicarse con:
Maximiliano Bardavid L, Asesor inmobiliario
+56930793644, bardavidm@gmail.com


Terminaciones 
Piso dormitorios: alfombra

Características propiedad 
despensa, loggia, cocina amoblada

Características comunidad 
accesos controlados, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, piscina, portón eléctrico, quincho, sala de eventos

Gastos 
Contribuciones: $ 112.000
Gastos comunes: $ 180.000

Estacionamientos y bodegas 
 Estacionamientos: 1",UF,null,Departamentos,Propiedades usadas,24-06-2020,,,Ñuñoa
1594170794-588,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.985,https://www.portalinmobiliario.com/MLC-530684021-propiedad-en-hernan-cortes-ricardo-lyon-_JM#position=36&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.985,101 m²,101 m²,3,4,2,"Descripción
			
			
			
	

	

	
	
		Departamento de 101 metros totales aproximados, en excelente ubicación en calle Hernán Cortes entre Ricardo Lyon y Avenida Pedro de Valdivia.

Cuenta con 3 amplios dormitorios, principal en suit, 2 baños completos, cocina tradicional equipada y amoblada, logia, hall de entrada, living comedor con salida a terraza con orientación poniente, en piso 3.

Todos los dormitorios espaciosos y con closets, dormitorio principal con salida a terraza cerrada. Todo el departamento con piso flotante, baños con piso de cerámica y cocina con piso de porcelanato. Cocina remodelada con muebles de alta calidad y con gran capacidad de almacenaje.

Incluye 1 estacionamiento y 1 bodega. Posibilidad de arrendar un segundo estacionamiento.

Edificio construido en el año 1995, en excelente estado de conservación, sello verde, sin daños post terremoto. Cuenta con salón de eventos con cocina totalmente equipada y con baños separados para hombres y mujeres. También dispone de bicicletero, accesos controlados, cámaras de seguridad y conserjería 24/7. 

Gastos comunes $100.000.- aproximados.
Contribuciones $89.000.- trimestral aproximados. 

Estacionamiento en superficie, de uso y goce exclusivo para el departamento. No paga contribuciones (Sin Rol).

Posibilidad de arrendar un segundo estacionamiento en el mismo edificio.

Gran ubicación, en sector de gran plusvalía, en el límite de las comunas de Ñuñoa y Providencia. A sólo 10 minutos caminando de las estaciones de Metro Inés de Suárez y de la Estación Ñuñoa.

Más información: contacto@hrcorredores.com  /  +562 2233 2482  /  +569 4286 8578  /  +569 4406 3973",UF,null,Departamentos,Propiedades usadas,5/6/2020,,,Ñuñoa
1594170843-610,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 175.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5690050-vive-la-vida-de-barrio-de-nunoa-el-aguilucho-uda#position=14&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",175.000.000,100 m²,97 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		ACOGEDOR DEPARTAMENTO / VIDA DE BARRIO EN ÑUÑOA / CAMPUS ORIENTE UC / EL AGUILUCHO / MUNICIPALIDAD DE ÑUÑOA / TEATRO UC / PLAZA ÑUÑOA / PARQUE BOTÁNICO / MEZQUITA AS-SALAM / HOSPITAL DE CARABINEROS / COLEGIO ISABEL LA CATOLICA Y SAGRADOS CORAZONES / SUPERMERCADOS / PARQUE INÉS DE SUAREZ / TEATRO MUNICIPAL DE ÑUÑOA / ACCESOS POR TOBALABA / SIMON BOLIVAR / IRARRAZAVAL / BILBAO / MALL PLAZA EGAÑA / PORTAL ÑUÑOA

TE INVITAMOS A VISITAR LA PROPIEDAD: CEL +(56 9) 8232 4845, CEL2: +(56 9) 7806 6038, DUNCANPROPIEDADES@GMAIL.COM

Living Comedor Ampliado - Piso flotante – Cocina Moderna – Loggia con Closet y espacio para Lavadora y Secadora - Cortinas Living Roller – Terrazas Living con Porcelanato y Revestido en Piedras - Encimera a Gas – Horno Eléctrico - Bodega– Calefacción por Losa radiante (Se puede mantener apagada) 

1 Dormitorio en Suite con Walk-in Closet y Terraza cerrada doble vidrio para oficina
2 Dormitorios con Closet ventana linda vista
2 Baños
1 Estacionamiento
1 Bodega 

DISPONIBILIDAD INMEDIATA - VISITAR - ENGLISH SPOKEN 

Piscina – Gimnasio – Sala Multiuso – Quincho y Sala Eventos independiente (se puede utilizar una o ambas) – Sala Computación - Estacionamiento de Visita - Accesos Controlados las 24hs – Cámaras de Seguridad – Calle tranquila y bien conectada

SOLICITAR INFORMACIÓN AL CEL1 +(56 9) 8232 4845, CEL2: +(56 9) 7806 6038, DUNCANPROPIEDADES@GMAIL.COM 


Terminaciones 
Piso baños: porcelanato
Piso dormitorios: piso flotante

Suministros 
Agua caliente: caldera
Calefacción: losa radiante

Características propiedad 
despensa, loggia, pieza de planchado, cocina equipada

Características comunidad 
accesos controlados, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, piscina, portón eléctrico, quincho, sala de eventos, sala de juegos

Gastos 
Contribuciones: $ 100.000
Gastos comunes: $ 140.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",$,null,Departamentos,Propiedades usadas,30-06-2020,,,Ñuñoa
1594170752-570,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.800,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5352105-gran-gran-oportunidad-holanda-chile-espana-orientacion-oriente-plaza-nunoa-nunoa-uda#position=4&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.8,111 m²,104 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		EXCELENTE OPORTUNIDAD DEPARTAMENTO CHILE ESPAÑA / COLEGIO SAGRADOS CORAZONES

CARTERISTICAS:

Sexto piso

Orientación: Oriente

4 dormitorios

3 baños

2 estacionamientos

bodega

110 m2 totales

Calefacción central por caldera

Piso flotante todo el departamento


AREAS COMUNES:

Piscina

Gimnasio

Sala de eventos

Sala de niños

Areas verdes

Lavanderia

Estacionamiento visitas

Cámaras de Seguridad

Conserje 24 hrs


Departamento con espectacular vista a la cordillera, excelente ubicación y movilización, estaciones de servicio, supermercados, farmacias, minimarket, restaurantes., 10 minutos caminando plaza Nuñoa, Gran oportunidad de un departamento en un muy buen sector de Ñuñoa

Características propiedad 
alarma, despensa, escritorio, hall, cocina amoblada, portón automático

Características comunidad 
accesos controlados, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, piscina, portón eléctrico, quincho, sala de eventos, sala de juegos

Otros suministros 
internet, teléfono, tv cable, wi-fi

Estacionamientos y bodegas 
 Estacionamientos: 2
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,16-04-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170859-617,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.250,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5703572-metro-chile-espana-uda#position=7&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.25,106 m²,106 m²,4,3,1,"Descripción
			
			
			
	

	

	
	
		SE VENDE DEPARTAMENTO EN ÑUÑOA
GRAN OPORTUNIDAD!! A pasos de la Plza Ñuñoa
En Angel Cruchaga, excelente conectividad...
Con una hermosa vista a la Cordillera por su orientación Nor-Oriente, Piso 17 
Cuenta con 4 habitaciones, hall de entrada, Living, Comedor, Cocina con Logia amoblada en un departamento de 106 mts2, más terraza. 
Incluida bodega y estacionamiento
Cercano a los Metro Chile España y Metro Villa Freí... excelente conectividad.
Áreas comunes: Piscina, gimnasio, saun, sala de eventos y conferencia


Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,5/7/2020,,,Ñuñoa
1594170867-621,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/MLC-535749515-ricardo-lyon-hernan-cortes-_JM#position=3&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",7,106 m²,94 m²,3,3,3,"Descripción
			
			
			
	

	

	
	
		3d + 2b | cocina cerrada| vista despejada | 2 estac. + 1 bodega| 94 / 106 m2 

Luminoso departamento ubicado en un sector de excelente conectividad: a pocas cuadras de Avda. Pedro de Valdivia y cercano a la nueva Línea 6, estación Inés de Suárez.
Este departamento de entorno tranquilo y residencial, con la fortuna de tener una vista despejada del Cerro San Cristobal y Manquehue.
Entrando al hall, encuentras la cocina, con mucho espacio para guardar y con comedor de diario, ademas con una logia independiente y muy practica.
El living comedor es muy ilumindo y con salida a la exquisita terraza, muy iluminada y vistas despejadas.
Luego pasamos a a los dormitorios y encontramos secundarios de buen tamaño y los cuales comparten un baño, por ultimo el dormitorio principal, con bastante espacio para guardar y una rica salida a la terraza.
Cabe destacar que esta propiedad tiene muchos closet lo cual permite tener todo muy organizado.
El departamento cuenta con pisos flotantes y por su orientación en invierno es cálido y verano muy fresco.

Gastos comunes $180.000 / Contribuciones $111.000.
para concretar visita llame al +56964476460",UF,null,Departamentos,Propiedades usadas,7/7/2020,,,Ñuñoa
1594170785-584,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.150,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5643542-cauquenes-uda#position=40&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.15,100 m²,100 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Características:

- Acogedor departamento cercano a Metros Plaza Egaña y Villa Frei, Mall, supermercados, parques, colegios y avenidas principales Irarrazaval, Diag. Oriente y Av. Ossa.
- Hall de entrada
- Estacionamiento
- Bodega
- Gasto común $85.000
- Cuenta con dos terrazas, una en living y comedor con dirección Nororiente y la otra en dormitorio principal Norponiente
- Amplios dormitorios. Principal en suite
- Uno de los baños tiene luz natural
- Loggia de grandes espacios
- Construido el año 1994
- El edificio posee conserjería 24h, es muy acogedor de 4 pisos y con sólo 36 departamentos
- El departamento se encuentra en el 2do piso, sin ascensor
- Mallas de seguridad en todo el departamento hace 2 meses
- Twitter:@GardellaPropied

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,2/6/2020,,,Ñuñoa
1594170734-562,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.600,https://www.portalinmobiliario.com/MLC-522359243-propiedad-en-los-cerezos-nor-oriente-_JM#position=12&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.6,115 m²,100 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		Amplio departamento en una de las mejores ubicaciones de Ñuñoa. A pasos de nueva estación de Metro, comercio, supermercado, colegios,  parques.

Hall de acceso, luminoso living comedor de buen tamaño con terraza. Cocina tradicional con cubiertas de gran",UF,null,Departamentos,Propiedades usadas,18-03-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170750-569,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.600,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5431695-solo-2-cuadra-metro-villa-frei-amplio-duplex-se-aceptan-ofertas-uda#position=5&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",5.6,100 m²,87 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Características propiedad 
alarma, despensa, loggia, cocina amoblada, portón automático

Características comunidad 
accesos controlados, circuito cerrado de tv, citófono, portón eléctrico

Gastos 
Contribuciones: $ 80.000
Gastos comunes: $ 120.000

Otros suministros 
internet, teléfono, tv cable, wi-fi

Estacionamientos y bodegas 
 Estacionamientos: 1",UF,null,Departamentos,Propiedades usadas,16-04-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170823-602,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.500,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5667227-metro-chile-espana-plaza-nunoa-uda#position=22&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.5,172.99 m²,107.99 m²,3,2,2,"Descripción
			
			
			
	

	

	
	
		IMPERDIBLE DEPARTAMENTO CON AMPLIO PATIO.

COCINA AMOBLADA, COMEDOR DE DIARIO, LOGIA Y DESPENSA
 TERRAZA Y PATIO.

DORMITORIOS DE BUEN TAMAÑO Y BUENAS TERMINACIONES, LOS 3 CON SALIDA A TERRAZA

AMPLIO LIVING-COMEDOR CON PISO FLOTANTE Y TERRAZA.

4 QUINCHOS EN AZOTEA, PISCINA CON VISTA PANORAMICA, JUEGOS PARA NIÑOS, LOUNGE, HABILITADO PARA WIFI, MAQUINAS DE EJERCICIOS PRIMER PISO, SALA DE NIÑOS, SALON GOURMET, GIMNASIO EQUIPADO

ENTREGA INMEDIATA.
VALE LA PENA VISITAR.



Terminaciones 
Piso baños: cerámica

 
: 8

Características propiedad 
comedor de diario, despensa, hall, loggia, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, piscina, portón eléctrico, quincho, sala de eventos, sala de juegos

Gastos 
Gastos comunes: $ 150.000

Estacionamientos y bodegas 
 Estacionamientos: 2
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,16-06-2020,,,Ñuñoa
1594170804-593,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.255,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5657317-duble-almeyda-pedro-de-valdivia-uda#position=31&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.255,107.5 m²,90 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		www.cralpropiedades.cl / Buen departamento, ubicado en un sector tranquilo, tres dormitorios , principal en suite, dos terrazas, total 106,m2, un estacionamiento , una bodega. Areas verdes y piscina.
Mayor información a Christian Arriagada L. - cralpropiedades@gmail.com- Cel+56963035129
==========GRAN OPORTUNIDAD============== 


Características propiedad 
despensa, loggia, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, piscina

Gastos 
Contribuciones: $ 115.000
Gastos comunes: $ 95.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,9/6/2020,,,Ñuñoa
1594170754-571,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.900,https://www.portalinmobiliario.com/MLC-524329185-departamento-en-venta-metro-simon-bolivar-_JM#position=3&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.9,100 m²,90 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		FPH2851 Departamento 3 dormitorios, 2 baños, cocina cerrada, living comedor juntos, Home office, logia, amplia terraza. Orientación nor-poniente. Acceso vehicular y orientación de departamento por y hacia calle residencial Clorinda Willshaw. Edificio de construcción nueva cuenta con conserjería 24 hrs. Sauna, jacuzzi, salas de eventos, piscina panorámica, quinchos, jardines, estacionamientos de visitas. Incluye estacionamiento y bodega. Cercano a centros comerciales, médicos y de entretencion, colegios, metro. Acceso directo a avenidas principales y autopistas. Gasto común $140000.- Incluye agua caliente.",UF,null,Departamentos,Propiedades usadas,21-04-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170806-594,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 185.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5657667-departamento-cercano-a-plaza-nunoa-uda#position=30&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",185.000.000,103 m²,103 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Se Vende Departamento cercano a Plaza Ñuñoa

Valor de Venta: $185.000.000

Dormitorios: 3
Baños: 2
Estacionamientos: 1
Piso: 2

¡Gestionamos su Crédito Hipotecario!!!!

Se Vende Departamento cercano a Plaza Ñuñoa, con la siguiente distribución:

- 3 dormitorios amplios, principal en suite con walking closet. 2do y 3er dormitorio con closet y con espacios para cama de 2 plazas cada uno.
- 2 Baños.
- Living Comedor con salida a terraza.
- Cocina independiente con encimera a gas y horno eléctrico.
- Amplia loggia con espacio para lavadora-secadora.
- Ubicado en 2do piso con orientación Nor-Poniente.
- Estacionamiento subterráneo.
- Sala multiuso, gimnasio, lavandería, quincho, estacionamiento de visitas y accesos controlados las 24 horas.

Excelente conectividad, cercano a metro Chile-España, supermercados, colegios y gran variedad de locales comerciales.

Para consultas o agendar visita, tomar contacto con Manuel Rojo al +56996827835

Características propiedad 
loggia, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, gimnasio, piscina

Estacionamientos y bodegas 
 Estacionamientos: 1",$,null,Departamentos,Propiedades usadas,10/6/2020,,,Ñuñoa
1594170792-587,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.150,https://www.portalinmobiliario.com/MLC-530683938-brown-sur-plaza-nunoa-irarrazaval-_JM#position=37&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.15,110 m²,110 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Hermoso departamento de 110 metros totales y 100 metros útiles aproximados muy cerca de la Plaza Ñuñoa, Construcción 2006, gran conectividad, cercano a la estación del Metro Chile España (Linea 3), diversidad de comercio, supermercados, farmacias, panaderias, teatros, cafés, plazas e infinidad de entretención, en pleno corazón de Ñuñoa.

Cuenta con 3 dormitorios, principal en suite, 2 baños, cocina estilo tradicional, loggia, living comedor y amplia terraza con orientación nororiente. Pisos alfombrados en dormitorios, pisos ceramicos en baños, cocina y terraza, piso flotante en living comedor y pasillos.

Edificio equipado con piscina, sala de eventos, quincho, estacionamientos de visita y conserjería 24/7.

Incluye un estacionamiento y una bodega

Gastos comunes: $ 145.000 aproximados 

Contribuciones $ 100.000. aproximados.

Gran oportunidad! Visítalo lo antes posible!

Información suministrada por el dueño.

Más información: Hugo López / hlopez@hrcorredores.com / +569 3021 7215 

O escríbenos a: contacto@hrcorredores.com / +562 2233 2482 / +569 4286 8578",UF,null,Departamentos,Propiedades usadas,5/6/2020,,,Ñuñoa
1594170743-566,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.700,https://www.portalinmobiliario.com/MLC-522930973-departamento-en-venta-hospital-de-carabineros-_JM#position=8&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.7,100 m²,82 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Lindo y amplio departamento de 99,72 metros (dato entregado por propietaria), de 3 dormitorios, 2 baños, cocina tradicional amoblada, living comedor juntos, logia y cómodo balcón con ventanas termopanel. Ubicado en agradable sector de Ñuñoa, con excelente orientación y cercano a estaciones de metro. Cuenta con estacionamiento y bodega. Coordinar visitas con 24 h de anticipación. Ejecutiva Corina Stempel",UF,null,Departamentos,Propiedades usadas,30-03-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170710-552,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.600,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5391499-av-jose-pedro-alessandri-eduardo-castillo-velasco-uda#position=22&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",5.6,101 m²,93 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Edificio Alto Alessandri
Año: 2017
El edificio se encuentra a 3 cuadras de Av. Irarrázaval, excelente conectividad y cercano a estación del metro Chile España (Línea 3),a dos cuadras del Mall Portal ñuñoa, 5 min caminando de la plaza Ñuñoa, Ubicación inmejorable.

Tercer piso, orientación Oriente. Vista despejada.
Excelente y amplia terraza, hall de acceso, 3 dormitorios (principal en suite, walking closet y salida a segunda terraza), 2 baños (suite y visitas), living comedor, cocina semi abierta con cubierta de granito, incluye campana, cocina y horno eléctrico. Loggia.

Estacionamiento y bodega.

Termopanel (aislante térmico y acústico).
Pisos cerámica y flotante vitrificado

Áreas comunes :
- Gran piscina con cascadas de acero inoxidable
- Dos quinchos
- Amplia sala Gourmet para eventos.
- Bicicletero
- Gimnasio con sala de baile full equipado.
- Área para niños, castillos y juegos infantiles
- Áreas de estar para lectura
- Lavandería ( lavadora y secadora)
- Zona wifi
- 4 Ascensores
- Seguridad 24 hrs cámaras en cada pasillo y área, monitoreada por pantallas en recepción.

Gastos comunes: $130.000 aprox. (incluye agua caliente)

CONTACTAR A EJECUTIVA PAULINA GÁLVEZ +56 9 7798 3834
paulinagalvezb@gmail.com
paulina@monasteriopropiedades.cl

Características propiedad 
cocina americana, loggia, cocina equipada, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, piscina, portón eléctrico, quincho, sala de eventos, sala de juegos

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,29-01-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
