web-scraper-order,web-scraper-start-url,item,item-href,Name,Price,MtTot,MtUtil,Bdroom,Bath,Parking,Description,PriceUnit,Province,PropertyType,PropertyState,PublishedDate,pages,pages-href
1594170337-492,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5605788-en-condominio-a-pasos-de-locomocion-uda#position=10&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5,230 m²,94 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Casa muy acogedora, en condominio muy tranquilo y seguroo-
Piso 1: Completo de piso cerámica. Recibos, living comedor, sala de estar u oficina, baño visitas, cocina amplia, amoblada y equipada. Logia cerrada y amboblada. Terraza techada, Piscina. Estacionamiento para 2 vehículos.
Piso 2: Dormitorio principal en Suite y con waking closet, 2 dormitorios amplios y un tercer baño.
Condominio con gran seguridad 7/24, quincho, piscinas, áreas verdes, juegos infantiles, sala de eventos y estacionamiento de visitas.
A pasos de locomoción, a pocos minutos del Mall Plaza Norte, del Metro, de comercio y colegios

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, piscina, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 90.000
Gastos comunes: $ 50.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,11/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170322-485,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.150,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5595587-condominio-terranova-alberto-undurraga-uda#position=17&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.15,220 m²,128 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		¡¡Cómoda casa con ventanas termo panel dentro de tranquilo condominio, estacionamiento con capacidad para 4 autos, cercana a colegios, áreas verdes, strip center, mall plaza norte y múltiples servicios!!

Condominio con estacionamiento de visita 

Hall de entrada
Baño de visitas gran ventana
Escritorio o 4to dormitorio 
Amplia bodega debajo de la escalera 
Cocina con salida al comedor, campana, horno eléctrico, encimera de 4 platos y comedor de diario 
amplia y cómoda loggia 
Living comedor 
Terraza 
Gan y moderno quincho techado 
2 piso 
Escalera con luz natural 
closet de pasillo
Dormitorio principal en suite y walking closet con ventana. 
2 dormitorios de niño + 1 baño



Características propiedad 
antejardín, comedor de diario, escritorio, lavadero interior, living comedor separado, portón eléctrico, quincho, cocina amoblada, cocina equipada, hall, portón automático

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,6/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170275-463,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.750,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5546411-hermosa-casa-de-3-pisos-con-excelente-conectividad-uda#position=39&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.75,180 m²,128 m²,4,3,3,"Descripción
			
			
			
	

	

	
	
		Hermosa casa de tres pisos aislada ubicada al interior del condominio 

1er Piso: 
Living comedor baño de visitas, cocina amoblada y equipada con encimera, horno eléctrico y campana, logia cerrada y techada,

2do Piso: 
Dormitorio en suite con walk in closet y aire acondicionado, dos dormitorios con closet y baño y uno con aire acondicionado.

3er Piso:
Gran sala de estar, dormitorio con closet.

Exteriores: 
Amplia terraza transformada en sala de estar o sala para eventos y bar,
Cuenta con bodega, 
Jardin con pasto sintético
Estacionamiento para tres autos

Características comunidad 
Accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Interesados coordinar visita con Tatiana Vergara a tatiana.vergara@aicn,cl ó al +56994990865",UF,Huechuraba,Casas,Propiedades usadas,7/4/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170313-481,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.050,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5576194-condominio-la-toscana-uda#position=21&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.05,160 m²,100 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Casa en Condominio , accesos controlados , areas verdes , sala de eventos piscina.

PRIMERO PISO
Living comedor separados, baño de visitas, cocina amoblada y equipada.

SEGUNDO PISO
Dormitorio principal en suite , mas dos dormitorios y otro baño.

EXTERIORES
Terraza y pérgola.-

Gastos comunes app. $60.000

* metrajes aproximados

Características propiedad 
antejardín, terraza con techo, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, áreas verdes, estacionamiento de visitas, quincho, sala de eventos",UF,Huechuraba,Casas,Propiedades usadas,24-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170282-466,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5551314-pedro-fontova-del-manantial-uda#position=36&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",7,214 m²,140 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		Casa de 3 pisos en barrio cerrado y controlado con guardias. Hall de acceso, living con salida a terraza techada y patio con piscina, comedor en área separada, piso flotante en primer piso, orientación poniente, calefacción por radiadores, baño de visitas, cocina con horno empotrado y lavavajillas incluído, logia.
Segundo piso: dormitorio principal en suite y w.closet, dos dormitorios y un baño completo, alfombra.
Tercer piso: dormitorio muy amplio, un baño completo y una sala de estar alfombrada.
Barrio consolidado y cerrado con guardias las 24 horas. Gastos comunes $40.000.-

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: caldera
Calefacción: caldera

Características propiedad 
antejardín, comedor de diario, escritorio, lavadero interior, living comedor separado, piscina, quincho, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, estacionamiento de visitas, juegos infantiles

Gastos 
Contribuciones: $ 90.000
Gastos comunes: $ 40.000",UF,Huechuraba,Casas,Propiedades usadas,10/4/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170458-547,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.400,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5704951-dentro-de-condominio-como-nueva-cerca-de-colegios-ga-uda#position=5&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.4,181.23 m²,128.4 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		INCREIBLE PROPIEDAD CERCA DE COLEGIOS, SUPERMERCADOS, COMERCIO.

PRIMER PISO: HALL DE ENTRADA; BAÑO DE VISITAS; LIVING Y COMEDOR SEPARADOS PISO PORCELANATO; COCINA AMOBLADA Y EQUIPADA CUBIERTA DE GRANITO; COMEDOR DE DIARIO; LOGGIA.
SEGUNDO PISO: DORMITORIO PRINCIPAL EN SUITE Y WALK IN CLOSET; DOS DORMITORIOS DE IGUAL TAMAÑO CON CLOSET; BAÑO COMPLETO.
TERCER PISO: GRAN SALA DE ESTAR; BODEGA.
VENTANAS TERMOPANEL

EXTERIOR; LINDO JARDIN; ESTACIONAMIENTO DESCUBIERTO.",UF,Huechuraba,Casas,Propiedades usadas,6/7/2020,,
1594170286-468,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 4.850,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5558695-gran-oportunidad-excelente-ubicacion-ga-uda#position=34&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",4.85,148 m²,102 m²,4,2,2,"Descripción
			
			
			
	

	

	
	
		Excelente propiedad con inmejorable ubicación, a pasos de comercio y vías principales.

1er Piso: Hall de acceso; living comedor juntos; ascensor; dormitorio principal en suite; cocina amoblada con comedor diario; logia cerrada y techada.

2do Piso: Sala de estar; baño completo; 3 dormitorios.

Exteriores: Terraza descubierta; jardín; estacionamiento descubierto para dos vehículos.

NO PIERDAS DE VISITAR!!!!!",UF,Huechuraba,Casas,Propiedades usadas,15-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170404-522,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.790,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5581059-el-sauce-1340-casa-78-uda#position=30&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.79,220 m²,140 m²,4,4,3,"Descripción
			
			
			
	

	

	
	
		Portada de Huechuraba I – Excelente calidad de acabado, amplia, semi nueva, área de servicio, terraza, quincho, jardín, estacionamiento para hasta 3 autos medianos. 
El condominio posee estacionamiento de visitas, casas aisladas, calles largas y muy bueno vecindario. 
Gasto común cerca de 80.000 pesos al mes. 
Se aceptan propuestas + info (fotos) por whats. Contacto: Diego Burchert +34673237598 o Sr. Antonio Collao: +569 84094048",UF,Huechuraba,Casas,Propiedades usadas,25-05-2020,,
1594170298-474,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.200,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5564959-excelente-casa-mejor-sector-seguridad-247-dn-uda#position=28&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.2,232 m²,107 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Excelente casa muy bien mantenida, en el mejor sector de Huechuraba, accesos controlados y seguridad 24/7; excelente conectividad cercana a locomoción, colegios y supermercado.

1er piso: Hall de acceso; Living comedor; Cocina amoblada y equipada; logia techada; baño de visita; Dormitorio principal en suite.

2do piso: Sala de Estar; dos dormitorios con closet; baño completo.

Exteriores: Terraza techada; Quincho; Piscina

Características propiedad 
piscina, sala de estar, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados",UF,Huechuraba,Casas,Propiedades usadas,18-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170441-539,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.400,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5683323-pedro-fontova-guanaco-uda#position=13&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.4,220 m²,144 m²,3,3,1,"Descripción
			
			
			
	

	

	
	
		Extraordinaria casa de tres pisos en condominio cerrado con vigilancia 24 horas. Casa no perimetral.cercana a colegios y supermercados. Terraza y loggia techada, todos los dormitorios se encuentran en el segundo piso y en el tercer piso posee un gran estudio. Toda la propiedad tiene termopanel, segundo y tercer piso con piso laminado nuevo.

Terminaciones 
Piso baños: porcelanato
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: aire caliente

Características propiedad 
lavadero exterior, living comedor separado, mansarda, patio de servicio, riego automático, sala de estar, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, juegos infantiles

Otros suministros 
internet, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,25-06-2020,,
1594170402-521,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 160.000.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5627618-avenida-el-guanaco-norte-2000-uda#position=31&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",160.000.000,181 m²,120 m²,5,3,3,"Descripción
			
			
			
	

	

	
	
		Vendo hermosa Casa en Huechuraba, Condominio La Liguria

Hermosa Casa en condominio, de tres pisos, en excelente estado y mantención.

Primer piso: living comedor separado con piso cerámica, cocina independiente equipada y amoblada con Logia/lavadero.

Lindo patio con césped con riego automático y cobertizo con piso cerámica
Antejardín, con 3 estacionamientos.

Condominio cuenta con guardia y vigilancia las 24 hrs. con acceso controlado. Además, tiene piscina, multicancha, quincho, áreas verdes y salón de eventos. 
Valor gastos comunes $60.000 aproximados
Segundo piso: 3 dormitorio, 2 baños, (la habitación principal con baño en suite y wolking close), piso flotante.

Tercer piso: 1 habitación amplia con clóset y sala de estar, con piso alfombrado.

Orientación Poniente.

Superficie
181 m² terreno
120 m² construcción aprox.

Situado en un tranquilo barrio residencial con una increíble ubicación, destaca por su excelente conectividad y accesibilidad a Vespucio Norte y Autopista Central. A 5 minutos de la línea 3 del metro Los Libertadores y Mall Palza Norte.

VALOR VENTA $160.000.000

Contacto interesados
Francia Saavedra
Asesora Inmobiliaria
Celular/Whatsaap: +56 9 95440993


Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón

 
: 0

Características propiedad 
alarma, antejardín, comedor de diario, despensa, escritorio, lavadero interior, living comedor separado, patio de servicio, pieza de planchado, pieza de servicio, piscina, quincho, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 112.000
Gastos comunes: $ 60.000",$,Huechuraba,Casas,Propiedades usadas,25-05-2020,,
1594170326-487,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5598046-casa-estilo-chileno-en-condominio-residencial-cercano-a-colegio-uda#position=15&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.5,206 m²,108 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		Casa estilo Chileno en Condominio residencial cercano a Colegio, excelente barrio muy residencial, cercana a colegios, supermercado y todo tipo de servicios.

La propiedad consta de dos pisos 
1er Piso
Living comedor, cocina equipada y amoblada, baño de visita y Home office

2do Piso
1 dormitorio en suite con walk in closet, 2 amplios dormitorios más baño completos

Exterior
Logia, terraza techada, piscina, quincho, jardín, riego automatico, 

Características comunidad 
Accesos controlados, seguridad 24/7, áreas verdes, estacionamientos de visitas, juegos infantiles 

Gastos 
Gastos comunes: $ 100.000

Interesados coordinar visita con Tatiana Vergara a tatiana.vergarau@gmail.com ó +56994990865",UF,Huechuraba,Casas,Propiedades usadas,7/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170377-511,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.200,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5609696-condominio-lombardia-uda#position=41&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.2,120 m²,88 m²,3,3,1,"Descripción
			
			
			
	

	

	
	
		Excelente casa aislada en Condominio Lombardía
Casa de 2 pisos.

Piso1, Living comedor, cocina con comedor diario mas logia, baño de visita.
Piso2, 3 dormitorios 2 baños (Dormitorio principal en suite con closet)

Patio con quincho y entrada de vehículo.",UF,Huechuraba,Casas,Propiedades usadas,13-05-2020,,
1594170399-520,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.850,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5622594-el-sauce-pedro-fontova-uda#position=32&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.85,250 m²,120 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		Excelente Casa de dos pisos en condominio cerrado y con vigilancia las 24 horas.
La distribución es la siguiente; 1° piso, posee 1 dormitorio de servicio con closet y baño privado, baño de visitas, cocina independiente, loggia independiente, living comedor lavadero externo, bodega, terraza y jardín interior.
2° Piso, posee una espacio de estar, dormitorio principal con aire acondicionado y baño privado, 2 dormitorios y un baño.
El inmueble posee dos estacionamientos y entrada independiente

Se puede solicitar un vídeo de muestra previo envío de nombre completo y rut del interesado o interesada.",UF,Huechuraba,Casas,Propiedades usadas,20-05-2020,,
1594170335-491,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 135.000.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5605720-caminio-el-roble-pedro-fontova-uda#position=11&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",135.000.000,132 m²,97 m²,3,4,2,"Descripción
			
			
			
	

	

	
	
		Casa no perimetral, en Condominio muy tranquilo y con excelente seguridad.
Inmensa sala de estar que da opción para construir un 4° dormitorio y queda espacio.
1er piso: Hall de acceso, Living comedor, cocina, logia, bodega. Dormitorio principal en suite y amplio closet. Terraza techada. Baño de visitas.
2o. piso: 2 amplios dormitorios, uno en suite, gran sala de estar.
Antejardin y estacionamiento para 4 autos.
Condominio muy tranquilo, a pasos de locomoción, comercio y colegios.


Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, patio de servicio, pieza de planchado, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles

Gastos 
Contribuciones: $ 60
Gastos comunes: $ 45.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",$,Huechuraba,Casas,Propiedades usadas,11/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170437-537,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.990,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5677950-vende-fontova-corredora-excelente-casa-en-condominio-como-nueva-uda#position=15&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.99,180 m²,128 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		EXCELENTE CASA DE TRES PISO EN CONDOMINIO CONSOLIDADO!!!

PRIMER PISO: Hall de distribucion, living comedor separados ambos con porcelanato. Cocina amoblada y equipada con cocina encimera, horno y campana, comedor de diario. Logia techada y cerrada. Baño de visita.

SEGUNDO PISO: Subida escala con piso flotante, tres dormitorios principal en suite, baño completo. Todo el segundo piso con piso flotante.

TERCER PISO: Un dormitorio, amplia sala de estar. maletero.
Estufas murales, aire acondicionado.

EXTERIOR: Antejardin y jardin formado, Terraza techada con pergola de madera, barbecue, piscina con reja. calefactor de piscina. Estacionamiento para un auto, el condominio cuenta con seguridad 24/7, estacionamientos de visita, areas verdes, juegos infantiles.

Gastos 
Contribuciones: $ 80.000
Gastos comunes: $ 60.000",UF,Huechuraba,Casas,Propiedades usadas,22-06-2020,,
1594170416-527,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5641860-pedro-fontova-guanaco-norte-uda#position=25&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.5,200 m²,140 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		EXCELENTE Y AMPLIA CASA DENTRO DE CONDOMINIO!

Refaccionada recientemente pisos, pintura, cocina y jardín.
Piso 1: Amplio living, comedor separado, cocina, logia y baño de visitas.

Piso 2: Dormitorios principal en suite,  2 dormitorios que comparten baño.

Piso 3: Espaciosa sala de estar, 4to dormitorio en suite. 

Cómodo y acogedor patio con riego automático, cuenta con terraza y quincho.

Estacionamiento con adoquines.

Ubicada dentro de Condominio con acceso controlado y circuito de cámaras, áreas verdes y juegos infantiles.

Terminaciones
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Sector residencial tranquilo cercana a colegios, supermercados, strip center, y Alameda de Pedro fontova.

Para mayor información y visitas, comunicarse con:
María Paz Meza Gutiérrez - Gestor Inmobiliario
+56 9 79892767
mpmeza@yovendopropiedades.cl",UF,Huechuraba,Casas,Propiedades usadas,1/6/2020,,
1594170366-506,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5609114-frente-colegio-saint-joseph-uda#position=46&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.5,200 m²,120 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		Casa aislada en condominio como nueva, recién remodelada.
Frente de colegio, supermercado y comercio.
Piso 1: Living comedor separados, cocina remodelada completa, logia, baño de visitas.
Piso 2: Dormitorio principal en suite, más 2 amplios dormitorios y un baño completo.
Piso 3: Amplia sala de estar y un cuarto dormitorio en suite.
Jardín formado, amplio, quincho y terraza. Grandes espacios. Estacionamiento para 2 autos.
Condominio muy seguro con áreas verdes y juegos infantiles
Te encantará!!

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, quincho, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, juegos infantiles

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,,
