Unnamed: 0,PriceUnit,Price,item,link,fld0,fld1,fld2,fld3,fld4,fld5,Description,PropertyState,PublishedDate,Title,Section,Models
11,UF,23.800,UF 23.800,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5761830-sector-manuela-canas-uda#position=12&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
440 m²","Superficie útil
140 m²","Dormitorios
5","Baños
3",,,"Descripción
Increíble casa sector Manuela Cañas inmejorable ubicación, cercana a autopistas colegio comercio etc. muy buena conectividad.
Bien emplazada, con excelente orientación, y mucho potencial.
Gran living comedor, hall de entrada, cuatro dormitorios de buen tamaño que comparten dos baños. lindo patio de luz en el sector de los dormitorios.
Cocina con gran potencial de ampliar, dormitorio de servicio de buen tamaño más un amplio patio de servicio con bodega.
Estacionamiento para dos o tres autos, lindos y grandes arboles añosos rodean la casa y jardín.
Porton automatico, termopanel y calefaccion central por radiadores.
VALE LA PENA VISITAR!!!!!!",...,07-08-2020,"Sector Manuela Cañas, Borde Río - Casa Piedra, Vitacura","Volver al listado
...
...
...
...
Vitacura
Borde Río - Casa Piedra
Compartir
Imprimir PDF",
12,UF,19.000,UF 19.000,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5666765-lindisima-casa-en-condominio-ideal-familias-con-ninos-luis-pasteur-colegio-bradford-uda#position=13&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
332 m²","Superficie útil
140 m²","Dormitorios
3","Baños
3",,,"Descripción
Casa en Condominio de solo 8 casas, en sector residencial único en Vitacura, tranquilo y seguro.
La casa cuenta con un dormitorio principal en suite con 2 walking closets y amplio baño.
2 dormitorios para niños que comparten un baño. Uno de los dormitorios tiene acceso directo al jardín posterior.
Cómoda y luminosa sala de estar con acceso al jardín y muy fresca en verano.
Cocina moderna y equipada, cubierta de granito, isla para centro de cocina y/o comedor de diario. Horno eléctrico empotrado y encimera mas lavavajillas integrada.
El baño de visitas esta recién remodelado.
Jardín con piscina.
Pisos de porcelanato en el hall, pasillo de entrada, cocina y baños.
Los dormitorios, sala de estar, living y comedor tienen piso flotante nuevo.
También cuenta con un patio de servicio amplio con bodega
Estacionamiento propio para dos autos y dos más en aéreas comunes.

Condominio ideal para familias con niños, cuenta con una plaza con juegos, mucho verde! Bajos Gastos Comunes: $ 20.000
Casa con fácil acceso a Costanera Norte y locomoción colectiva. Cercana a colegios, Clínica Alemana, supermercados y zonas comerciales exclusivas.

Vale la pena visitarla!",...,07-08-2020,"Lindisima Casa En Condominio Ideal Familias Con Niños - Luis Pasteur - Colegio Bradford, Juan Xxiii, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Juan XXIII
Compartir
Imprimir PDF",
13,UF,24.000,UF 24.000,https://www.portalinmobiliario.com/MLC-540279443-santa-teresa-_JM#position=14&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
400 m²","Superficie útil
290 m²","Dormitorios
4","Ambientes
6","Baños
4","Estacionamientos
2","Descripción
Precioso Townhose en Terrados de Santa Teresa con vista espectacular de Santiago. Ideal para familias jovenes, que buscan independencia de una casa con la estructura de un departamento, distribuida por niveles de la siguiente manera: nivel calle está hall de entrada, baño de visita, living comedor, cocina con finas terminaciones. En el segundo nivel : suit principal con amplio walkin closet y dos dormitorios que comparten un baño. En el -1 acceso independiente al área de servicio, lavanderia y bodega desde la cocina. y por el hall de entrada se baja al 4 dormitorio con baño completo, sala de estar y escritorio. Terraza con piscina y quincho cubierto. Precioso condominio familiar con seguridad las 24 hrs",Propiedades usadas,07-08-2020,"Santa Teresa, Vitacura","Volver al listado
...
Venta
Propiedades usadas
RM (Metropolitana)
Vitacura
Compartir
Imprimir PDF",
14,UF,17.900,UF 17.900,https://www.portalinmobiliario.com/MLC-540273104-joaquin-cerda-_JM#position=15&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
290 m²","Superficie útil
190 m²","Dormitorios
4","Ambientes
4","Baños
4","Estacionamientos
2","Descripción
Casa remodelada de 190 mt2 en terreno de 290mt2 , en el primer piso están areas sociales living y comedor con salida a terraza cubierta, sala de estar, baño de visita y otro de servicios más cocina muy amplia con comedor de diario y patio. En el segundo piso 4 dormitorios, el principal en suite y un baño para niños. Excelente ubicación con movilizacion cerca y privilegio de vida de barrio.",Propiedades usadas,06-08-2020,"Joaquin Cerda, Vitacura","Volver al listado
...
Venta
Propiedades usadas
RM (Metropolitana)
Vitacura
Compartir
Imprimir PDF",
15,UF,14.300,UF 14.300,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5761633-la-llaveria-vitacura-uda#position=16&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
223 m²","Superficie útil
153 m²","Dormitorios
5","Baños
3",,,"Descripción
Estupenda Casa remodelada a pocas cuadras del Colegio Sagrados Corazones de Manquehue
Toda la casa tiene ventanales termopanel , Piso flotante en dormitorios y Porcelanato en cocina , terraza y baños.
Calefaccion por radiadores en toda la casa.
En primer piso Hall , Living - Comedor ,Amplia Cocina ,Pieza y Baño de Servicio.
En Segundo piso , 3 Dormitorios uno en Suite con Walk-in Closet, 2 Baños.
Mansarda con 1 Dormitorio mas una Sala de estar.
Lavadero exterior techado , Gran Terraza , Quincho y Piscina


Terminaciones
Piso baños: porcelanato
Piso dormitorios: piso flotante
Techos: teja

Suministros
Agua caliente: central agua caliente
Calefacción: caldera

Características propiedad
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, mansarda, patio de servicio, pieza de servicio, piscina, portón eléctrico, quincho, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall",...,06-08-2020,"La Llaveria - Vitacura, La Llavería, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
La Llavería
Compartir
Imprimir PDF",
16,UF,13.990,UF 13.990,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5761508-oregon-las-tranqueras-vitacura-uda#position=17&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
273 m²","Superficie útil
110 m²","Dormitorios
3",,,,"Descripción
Linda casa remodelada el año 2014. Hall de entrada con patio de luz, baño visitas, living-comedor juntos con salida a un terraza con toldo retráctil y quincho. Cocina amoblada con comedor de diario y mucha luz natural, lavadero, dormitorio y baño de servicio y bodega. Salita de estar, 3 dormitorios, el principal en suite, los otros dos dormitorios comparten un baño completo, closets en todos los dormitorios, closet para ropa blanca. Todas las ventanas con termopanel, calefacción por radiadores. Estacionamiento para 2 automóviles, portón eléctrico.",...,06-08-2020,"Oregon / Las Tranqueras / Vitacura, Villa El Dorado, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Villa El Dorado
Compartir
Imprimir PDF",
17,UF,17.400,UF 17.400,https://www.portalinmobiliario.com/MLC-540263931-calle-tranquila-cerca-de-las-hualtatas-_JM#position=18&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
400 m²","Superficie útil
200 m²","Dormitorios
5","Ambientes
7","Baños
4","Estacionamientos
2","Descripción
CASA SECTOR HUALTATAS 6300 (COLEGIO ALEMÁN VITACURA)
UF 17.600, maravillosa casa 194 m2 en sitio 353 m2, en tranquilo y verde sector Colegio Alemán Vitacura, dos pisos hormigón armado más gran mansarda y sótano, 4 dormitorios, 3 baños con principal en suite, escritorio, logia lavado, terraza, servicio con baño, amplio jardín, piscina, 2 estacionamientos, termo-paneles, calefacción central, alarma, muy segura.",...,06-08-2020,"Calle Tranquila Cerca De Las Hualtatas, Nuestra Señora Del Rosario, Vitacura","Volver al listado
...
...
...
...
Vitacura
Nuestra Señora del Rosario
Compartir
Imprimir PDF",
18,UF,12.900,UF 12.900,https://www.portalinmobiliario.com/MLC-540263926-lo-beltran-las-tranqueras-_JM#position=19&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
295 m²","Superficie útil
70 m²","Dormitorios
3","Ambientes
3","Baños
1","Estacionamientos
2","Descripción
VENDEMOS!!!!!! Linda casa de 1 piso ideal para remodelar , cercana a colegios , plazas, y autopistas,en tranquilo sector de Vitacura ; 3 dormitorios , 1 baño , living comedor, cocina cerrada, antejardin y jardin interior.",...,06-08-2020,"Lo Beltran / Las Tranqueras, Estadio Croata, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Estadio Croata
Compartir
Imprimir PDF",
19,UF,23.900,UF 23.900,https://www.portalinmobiliario.com/MLC-540263861-escriba-de-balaguer-lo-arcaya-_JM#position=20&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
560 m²","Superficie útil
160 m²","Dormitorios
3","Ambientes
4","Baños
3","Estacionamientos
2","Descripción
Vendemos !!! Casa ideal para remodelar , En excelente sector de vitacura , cercano a autopistas y colegios, se puede ocupara para servicios profesionales , 3 dormitorios , 3 baños , piscina , estacionamiento para 2 autos.",...,06-08-2020,"Escriba De Balaguer / Lo Arcaya, Borde Río - Casa Piedra, Vitacura","Volver al listado
...
...
...
...
Vitacura
Borde Río - Casa Piedra
Compartir
Imprimir PDF",
20,UF,22.000,UF 22.000,https://www.portalinmobiliario.com/MLC-540263690-juan-xxiii-ing-alvarez-albornoz-_JM#position=21&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
520 m²","Superficie útil
200 m²","Dormitorios
5","Ambientes
5","Baños
5","Estacionamientos
2","Descripción
Se Vende Acogedora casa, amplia 200 metros construidos, muy buen hall de entrada, baño de visita, amplios recibos separados, 4
dormitorios, el ppal en suite con muy buenos closets, escritorio, sala de estar con baño completo en el segundo piso.
estupenda cocina con loggia, y servicios completos.muy buen terreno , con rico jardin y amplias terrazas. 512 de terreno.
alarma, antejardín, comedor de diario, despensa, escritorio, lavadero interior, living comedor separado, patio de servicio, pieza
de servicio, reja en ventanas, riego automático, sala de estar, terraza con techo, cocina amoblada.
Contribuciones: $ 400.000",Propiedades usadas,06-08-2020,"Juan Xxiii Ing. Alvarez Albornoz, Vitacura","Volver al listado
...
Venta
Propiedades usadas
RM (Metropolitana)
Vitacura
Compartir
Imprimir PDF",
21,UF,13.500,UF 13.500,https://www.portalinmobiliario.com/MLC-540219964-altamira-las-tranqueras-_JM#position=22&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
190 m²","Superficie útil
100 m²","Dormitorios
4","Ambientes
4","Baños
3",,"Descripción
Excelente casa en calle muy tranquila entre Vitacura y Las Hualtatas, por Av
Las Tranqueras, construida el año 1969 pero remodelada el año 2016. Muy
cerca de centros comerciales, bancos, colegios, supermercados y excelente
conectividad por Vitacura, Avenida Kennedy, Costanera Norte y Av. Padre
Hurtado. La casa consta de:
Superficies de 190 mts de terreno y 100 mts construidos
Hall de acceso
Living comedor
3 dormitorios
2 baños
Amplia cocina
Dependencias de servicios completas
Pisos de madera (NO fotolaminado o flotante) y porcelanato en cocina y baños
Acceso vehicular para 2 autos con muros de ladrillo a la vista
Patio con terraza y quincho equipado con muebles en obra y deck en muros
Segundo patio y espacio de servicio aparte donde se ubican las instalaciones
para lavadora de ropa, calefont y caldera
Techo con tejas coloniales en óptimo funcionamiento
Calefacción por radiadores con caldera por condensación de alta eficiencia y
un año de uso
Orientación al Norte y Poniente
Accesorios, como Portón automático, cableado telefónico, TV cable y bodega
Contribuciones de $ 133.740.-
Muy cómoda, alegre, iluminada y acogedora; no deje de visitarla, excelente
ocasión a un valor interesante.",...,06-08-2020,"Altamira/ Las Tranqueras, Estadio Croata, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Estadio Croata
Compartir
Imprimir PDF",
22,UF,24.200,UF 24.200,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5759416-santa-maria-de-manquehue-san-benito-uda#position=23&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
890 m²","Superficie útil
390 m²","Dormitorios
4","Baños
4",,,"Descripción
UBICADA EN SECTOR MEDIO PLANO DE SANTA MARÍA DE MANQUEHUE- CAMINANDO COLEGIO SAN BENITO.
AMPLIOS ESPÀCIOS INTERIORES.
BUENA CASA DE 2 PISOS CON EXCELENTE ORIENTACIÓN NORTE.
ADEMÁS DE SUS 4 DORMITORIOS, TIENE 4 BAÑOS, GRAN SALA DE ESTAR, SALA DE JUEGOS, ESCRITORIO, SEGUNDA SALITA DE ESTAR Y 2 DORMITORIOS DE SERVICIO, CADA UNO CON SU BAÑO.
EMPLAZAD EN TERRENO DE 890 M2. CON LINDO JARDÍN, TERRAZA Y PISCINA.
INFORMACIÓN PROPORCIONADA POR EL DUEÑO.",...,06-08-2020,"Santa Maria De Manquehue - San Benito, Santa María De Manquehue, Vitacura","Volver al listado
...
...
...
...
Vitacura
Santa María de Manquehue
Compartir
Imprimir PDF",
23,UF,16.000,UF 16.000,https://www.portalinmobiliario.com/MLC-540076033-casa-en-venta-de-3-dorm-en-vitacura-_JM#position=24&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
244 m²","Superficie útil
114 m²","Dormitorios
3","Ambientes
3","Baños
4",,"Descripción
Moderna casa mediterránea a pasos del colegio Alianza Francesa, La Maisonette, Clínica Alemana, Mall Parque Arauco, supermercados, áreas verdes, calle segura Cod.: 131675

Piso 1:Hall de acceso, baño de visita, recibos separados, salida a terraza, cocina americana con comedor de diario, servicio completo, loggia. Dormitorio en suite con Walk in closet. Sala de estar, dos dormitorios más baño.
Equipamiento y terminaciones: Ventanales en termopanel, cocina americana, portón automático, cámaras.
Jardín: terraza con quincho, Jardín formado, riego automático. Estacionamiento: 2 vehículos.


""Las superficies y características entregadas de la propiedad son aproximadas y referenciales, y han sido proporcionadas por su dueño""",...,06-08-2020,"A Pasos Del Colegio Alianza Francesa, Jardín Del Este, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Jardín Del Este
Compartir
Imprimir PDF",
24,UF,16.900,UF 16.900,https://www.portalinmobiliario.com/venta/casa/vitacura-metropolitana/5759137-casa-con-excelente-ubicacion-calle-tranquila-parquet-piscina-termopanel-uda#position=25&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
297 m²","Superficie útil
184 m²","Dormitorios
5","Baños
4",,,"Descripción
Casa de dos pisos en excelente ubicación, a pasos de bancos, colegios, comercio y locomoción, calle tranquila.
En el primer piso se encuentra el living y comedor con salida a acogedora terraza también hay un escritorio o cuarto dormitorio, baño de visita y el dormitorio principal en suite con salida a jardín donde se encuentra la piscina. Gran cocina semi integrada, dormitorio y baño de servicio.
El en segundo piso hay una gran salita de estar con salida a amplia terraza norte, además de 2 dormitorios de muy buen tamaño que comparten un baño.
La casa cuenta con una gran piscina (construida el 2019), también tiene un sauna y varias bodegas.
Estacionamiento para 2 autos, piso parquet en primer piso, ventanas termopanel.

VALE LA PENA VERLA

Rosario Costa Navarro +569 9333 9069
Josefina Cardenal Lagos +569 7430 4002",...,06-08-2020,"Casa Con Excelente Ubicación, Calle Tranquila, Parquet, Piscina, Termopanel, Juan Xxiii, Vitacura","Volver al listado
...
...
...
RM (Metropolitana)
Vitacura
Juan XXIII
Compartir
Imprimir PDF",
25,UF,18.300,UF 18.300,https://www.portalinmobiliario.com/MLC-540033914-casa-en-venta-de-4-dorm-en-vitacura-_JM#position=26&type=item&tracking_id=24df94fd-4315-4fd7-9dba-d8523d10d4a9,"Superficie total
478 m²","Superficie útil
200 m²","Dormitorios
4","Ambientes
4","Baños
2",,"Descripción
Muy buena casa, buen sitio, buena conectividad , clinica alemana a una cuadra de Vitacura, colegios, supermercado
4 dormitorios 2 baños,sala estar .
living comedor separados, servicios , piscina quincho terraza con toldo recogido.
la casa tiene calefaccion por radiadores , piso de parque ..",...,05-08-2020,"Manquehue / Clinica Alemana, Nuestra Señora Del Rosario, Vitacura","Volver al listado
...
...
...
...
Vitacura
Nuestra Señora del Rosario
Compartir
Imprimir PDF",
